CHROMOSOME	ABNORMALITY	CODE	ORGAN	TOTAL_CASES	CHR_ORDER
2	-2	3905	0601	10	2
2	+2	3905	0601	7	2
2	-2	5101	0801	3	2
2	+2	5101	0806	2	2
2	+2	5102	0801	2	2
2	-2	5102	0801	3	2
2	+2	5104	0801	26	2
2	-2	5104	0801	27	2
2	+2	5104	0806	2	2
2	+2	5109	0801	5	2
2	+2	5109	0804	2	2
2	-2	5109	0808	2	2
2	-2	5115	0801	2	2
2	+2	5115	0801	2	2
2	-2	5199	0801	3	2
2	+2	5199	0801	3	2
2	-2	5211	0810	3	2
2	+2	5211	0810	6	2
2	-2	5213	0240	2	2
2	+2	5213	0240	2	2
2	+2	5213	0703	11	2
2	-2	5213	0703	15	2
2	+2	5220	0801	2	2
2	+2	5220	0804	4	2
2	-2	5220	0804	6	2
2	-2	6011	0810	5	2
2	+2	6011	0810	8	2
2	-2	6011	1101	14	2
2	+2	6011	1101	4	2
2	-2	6011	1410	12	2
2	+2	6011	1410	4	2
2	-2	8004	0902	2	2
2	-2	8031	0240	2	2
2	-2	8037	0240	2	2
2	-2	8037	0902	2	2
2	+2	8105	0902	2	2
2	-2	8116	0902	2	2
2	+2	8119	0902	2	2
2	+2	8131	0902	4	2
2	-2	8136	0902	2	2
2	-2	8137	0902	11	2
2	-2	8304	0505	9	2
2	-2	8310	0216	2	2
2	-2	8310	0240	2	2
2	-2	8310	0902	12	2
2	+2	8310	0902	6	2
2	+2	8319	0240	4	2
2	+2	8319	0305	5	2
2	+2	8319	0509	3	2
2	+2	8319	0902	18	2
2	-2	8319	0902	5	2
2	+2	8322	0240	2	2
2	+2	8322	0902	15	2
2	-2	8322	0902	3	2
2	+2	8325	0902	2	2
2	-2	8325	0902	4	2
2	-2	8516	0240	3	2
2	-2	8516	0902	12	2
2	+2	8516	0902	20	2
2	+2	8519	0210	2	2
2	+2	8522	0902	18	2
2	-2	8522	0902	3	2
2	-2	8525	0902	3	2
2	+2	8525	0902	3	2
2	-2	8531	0902	2	2
2	+2	8531	0902	4	2
2	-2	8541	0902	14	2
2	+2	8541	0902	7	2
2	+2	8599	0240	2	2
2	+2	8622	0901	18	2
2	-2	8622	0901	8	2
2	+2	8634	0901	7	2
2	+2	8710	0901	11	2
2	-2	8710	0901	20	2
2	+2	8728	0901	3	2
2	+2	8740	0240	2	2
2	+2	8740	0901	41	2
2	-2	8740	0901	6	2
2	+2	8740	0902	2	2
2	+2	8740	1410	3	2
2	-2	8743	0901	4	2
2	+2	8743	0901	5	2
2	-2	8804	0801	23	2
2	+2	8804	0801	6	2
2	+2	8804	0808	2	2
2	+2	8807	0301	2	2
2	-2	8810	0109	10	2
2	+2	8813	0505	5	2
2	+2	8816	0216	3	2
2	-2	8816	0240	2	2
2	+2	8899	0107	2	2
2	+2	9029		3	2
2	-2	9049	0401	2	2
2	-2	9049	0704	2	2
2	+2	9059	0902	2	2
3	+3	1020		2	3
3	-3	1020		6	3
3	-3	1101		180	3
3	+3	1101		39	3
3	-3	1102		21	3
3	+3	1102		4	3
3	+3	1103		14	3
3	-3	1103		23	3
3	+3	1104		11	3
3	-3	1104		59	3
3	-3	1106		2	3
3	+3	1107		10	3
3	-3	1107		17	3
3	+3	1108		10	3
3	-3	1108		7	3
3	+3	1109		3	3
3	-3	1109		4	3
3	-3	1110		3	3
3	+3	1110		3	3
3	-3	1112		39	3
3	+3	1112		5	3
3	-3	1113		21	3
3	+3	1113		9	3
3	-3	1202		25	3
3	+3	1202		26	3
3	-3	1203		2	3
3	+3	1203		3	3
3	-3	1302		5	3
3	+3	1402		2	3
3	-3	1402		3	3
3	-3	1403		3	3
3	-3	1404		3	3
3	-3	1501		28	3
3	+3	1501		7	3
3	+3	1505		2	3
3	-3	1505		7	3
3	-3	1507		5	3
3	-3	1509		32	3
3	+3	1509		8	3
3	+3	1515		2	3
3	-3	1515		3	3
3	-3	1519		3	3
3	-3	1521		12	3
3	-3	1602		399	3
3	+3	1602		79	3
3	-3	1702		38	3
3	+3	1702		406	3
3	+3	1708		16	3
3	-3	1708		3	3
3	+3	1710		6	3
3	-3	1801		22	3
3	+3	1801		59	3
3	-3	1802		25	3
3	+3	1802		48	3
3	+3	1804		11	3
3	-3	1804		2	3
3	+3	1806		8	3
3	+3	1808		40	3
3	-3	1808		9	3
3	-3	1810		30	3
3	+3	1810		91	3
3	+3	1812	0107	4	3
3	+3	1812	0210	5	3
3	+3	1812	0216	6	3
3	+3	1812	0401	3	3
3	+3	1812	0704	2	3
3	+3	1812	0810	5	3
3	+3	1812	1410	3	3
3	+3	1812		2	3
3	+3	1814		19	3
3	+3	1816		29	3
3	-3	1818		2	3
3	+3	1818		2	3
3	+3	1820		145	3
3	-3	1820		57	3
3	+3	1822		17	3
3	-3	1822		9	3
3	+3	1840		2	3
3	+3	1899		2	3
3	+3	1901		21	3
3	-3	1901		6	3
3	+3	1902		3	3
3	-3	1902		5	3
3	-3	1904		2	3
3	+3	1904		4	3
3	+3	1906		3	3
3	-3	1906		4	3
3	+3	1908		23	3
3	-3	1908		5	3
3	-3	1910		2	3
3	+3	1910		36	3
3	-3	1914		2	3
3	+3	1914		2	3
3	+3	1922		5	3
3	+3	1926		51	3
3	-3	1926		5	3
3	-3	2001		2	3
3	+3	2001		4	3
3	-3	2002		2	3
3	+3	2003		4	3
3	-3	2003		7	3
3	+3	2004		2	3
3	-3	2004		4	3
3	+3	2005		10	3
3	-3	2005		12	3
3	+3	3001	0401	18	3
3	-3	3001	0401	2	3
3	+3	3003	0210	2	3
3	+3	3003	0227	12	3
3	+3	3003	0301	2	3
3	+3	3003	0501	5	3
3	-3	3003	0702	2	3
3	+3	3003	0702	4	3
3	-3	3031	0301	2	3
3	-3	3099	0301	2	3
3	-3	3099	0401	2	3
3	+3	3101	0401	2	3
3	+3	3102	0227	5	3
3	-3	3102	0227	6	3
3	+3	3102	0401	14	3
3	-3	3102	0401	6	3
3	+3	3102	0507	3	3
3	+3	3103	0501	2	3
3	-3	3104	0107	2	3
3	+3	3104	0107	2	3
3	+3	3105	0107	5	3
3	+3	3107	0501	2	3
3	+3	3107	0505	2	3
3	+3	3111	0107	13	3
3	-3	3111	0107	21	3
3	-3	3111	0214	2	3
3	+3	3111	0214	5	3
3	-3	3111	0216	14	3
3	+3	3111	0216	8	3
3	+3	3111	0218	17	3
3	-3	3111	0218	20	3
3	+3	3111	0220	5	3
3	-3	3111	0227	16	3
3	+3	3111	0227	16	3
3	-3	3111	0301	210	3
3	+3	3111	0301	91	3
3	+3	3111	0401	34	3
3	-3	3111	0401	37	3
3	-3	3111	0501	30	3
3	+3	3111	0501	43	3
3	+3	3111	0505	3	3
3	-3	3111	0507	2	3
3	+3	3111	0602	3	3
3	-3	3111	0704	6	3
3	-3	3111		3	3
3	+3	3111		4	3
3	+3	3115	0210	2	3
3	-3	3121	0101	2	3
3	-3	3121	0103	3	3
3	+3	3121	0103	3	3
3	-3	3121	0105	5	3
3	+3	3121	0105	5	3
3	-3	3121	0107	19	3
3	+3	3121	0107	8	3
3	-3	3121	0203	19	3
3	+3	3121	0203	5	3
3	+3	3121	0208	5	3
3	-3	3121	0208	8	3
3	+3	3121	0212	2	3
3	-3	3121	0212	4	3
3	+3	3121	0507	3	3
3	-3	3121	0507	4	3
3	-3	3121	0509	8	3
3	-3	3125	1101	3	3
3	+3	3131	0301	3	3
3	+3	3131	0305	6	3
3	-3	3131	0305	8	3
3	-3	3135	0301	15	3
3	+3	3135	0301	35	3
3	-3	3141	0220	3	3
3	-3	3199	0210	2	3
3	+3	3199	0210	2	3
3	-3	3199	0218	2	3
3	+3	3199	0301	4	3
3	-3	3902	0140	2	3
3	+3	3902	0601	12	3
3	-3	3902	0601	14	3
3	+3	3903	0501	10	3
3	-3	3903	0601	11	3
3	+3	3903	0601	18	3
3	+3	3905	0140	2	3
3	+3	3905	0501	3	3
3	+3	3905	0601	13	3
3	-3	3905	0601	7	3
3	+3	5101	0801	4	3
3	-3	5102	0801	2	3
3	-3	5104	0801	30	3
3	+3	5104	0801	36	3
3	+3	5109	0801	2	3
3	-3	5109	0801	3	3
3	-3	5109	0808	4	3
3	-3	5115	0801	4	3
3	-3	5199	0801	2	3
3	+3	5199	0801	3	3
3	+3	5211	0810	2	3
3	-3	5211	0810	5	3
3	+3	5213	0240	4	3
3	-3	5213	0240	7	3
3	-3	5213	0703	23	3
3	+3	5213	0703	6	3
3	-3	5213	0902	3	3
3	+3	5213	1410	2	3
3	+3	5220	0801	2	3
3	-3	5220	0801	7	3
3	-3	5220	0804	11	3
3	+3	5220	0804	5	3
3	-3	6011	0810	67	3
3	-3	6011	1101	11	3
3	+3	6011	1101	7	3
3	-3	6011	1410	4	3
3	+3	6011	1410	4	3
3	-3	8028	0902	2	3
3	+3	8034	0240	2	3
3	-3	8034	0902	2	3
3	-3	8037	0902	2	3
3	-3	8116	0902	2	3
3	-3	8122	0902	2	3
3	-3	8136	0902	4	3
3	-3	8137	0902	10	3
3	-3	8304	0505	5	3
3	-3	8310	0216	2	3
3	-3	8310	0240	2	3
3	+3	8310	0240	2	3
3	-3	8310	0902	12	3
3	-3	8319	0902	10	3
3	+3	8319	0902	3	3
3	-3	8322	0902	17	3
3	+3	8325	0902	2	3
3	-3	8325	0902	4	3
3	-3	8516	0240	2	3
3	+3	8516	0240	2	3
3	-3	8516	0902	22	3
3	+3	8516	0902	7	3
3	-3	8519	0902	2	3
3	+3	8522	0902	2	3
3	-3	8522	0902	23	3
3	-3	8531	0902	3	3
3	+3	8541	0902	4	3
3	-3	8541	0902	6	3
3	-3	8622	0901	13	3
3	+3	8622	0901	4	3
3	-3	8631	0901	2	3
3	-3	8634	0901	2	3
3	+3	8634	0901	4	3
3	-3	8710	0901	30	3
3	+3	8710	0901	6	3
3	+3	8734	0901	3	3
3	-3	8740	0901	10	3
3	+3	8740	0901	11	3
3	-3	8743	0901	20	3
3	-3	8804	0801	20	3
3	+3	8804	0801	30	3
3	-3	8810	0109	14	3
3	+3	8810	0109	5	3
3	-3	8813	0505	3	3
3	+3	8813	0505	4	3
3	-3	8816	0216	3	3
3	-3	8899	0107	2	3
3	-3	8899	0220	2	3
3	+3	9010	0401	2	3
3	+3	9013	0214	2	3
3	+3	9029		5	3
3	+3	9049	0203	3	3
3	+3	9049	0401	2	3
3	-3	9049	0704	2	3
3	+3	9059	0901	3	3
4	-4	1010		2	4
4	+4	1010		2	4
4	+4	1020		20	4
4	-4	1020		6	4
4	-4	1101		112	4
4	+4	1101		73	4
4	+4	1102		25	4
4	-4	1102		6	4
4	-4	1103		23	4
4	+4	1103		37	4
4	-4	1104		37	4
4	+4	1104		87	4
4	+4	1106		4	4
4	-4	1106		6	4
4	+4	1107		51	4
4	-4	1107		9	4
4	+4	1108		20	4
4	-4	1108		5	4
4	-4	1109		3	4
4	+4	1109		9	4
4	+4	1110		7	4
4	+4	1112		12	4
4	-4	1112		38	4
4	-4	1113		18	4
4	+4	1113		6	4
4	+4	1202		28	4
4	-4	1202		30	4
4	-4	1203		3	4
4	+4	1203		3	4
4	-4	1302		3	4
4	+4	1302		4	4
4	-4	1401		3	4
4	-4	1402		2	4
4	-4	1501		17	4
4	+4	1501		4	4
4	-4	1505		7	4
4	-4	1507		4	4
4	-4	1509		16	4
4	+4	1509		7	4
4	-4	1519		6	4
4	-4	1521		3	4
4	+4	1521		4	4
4	-4	1602		234	4
4	+4	1602		944	4
4	-4	1702		169	4
4	+4	1702		62	4
4	-4	1708		10	4
4	+4	1708		2	4
4	-4	1710		3	4
4	+4	1710		3	4
4	+4	1801		21	4
4	-4	1801		46	4
4	-4	1802		25	4
4	+4	1802		9	4
4	-4	1808		22	4
4	+4	1808		2	4
4	-4	1810		55	4
4	+4	1810		6	4
4	+4	1812	0210	2	4
4	+4	1816		3	4
4	-4	1816		6	4
4	-4	1820		121	4
4	+4	1820		19	4
4	-4	1822		11	4
4	+4	1822		5	4
4	-4	1830		3	4
4	+4	1901		5	4
4	-4	1901		6	4
4	-4	1902		3	4
4	-4	1906		8	4
4	+4	1906		9	4
4	+4	1908		12	4
4	-4	1908		17	4
4	-4	1910		2	4
4	-4	1922		6	4
4	-4	1926		22	4
4	+4	1926		8	4
4	-4	2001		8	4
4	-4	2002		6	4
4	+4	2003		2	4
4	-4	2003		7	4
4	-4	2004		2	4
4	+4	2005		4	4
4	-4	2005		8	4
4	+4	3001	0401	15	4
4	-4	3003	0227	3	4
4	+4	3003	0227	3	4
4	+4	3003	0501	3	4
4	-4	3003	0702	2	4
4	+4	3003	0702	6	4
4	+4	3003	0704	12	4
4	-4	3099	0301	2	4
4	+4	3099	0401	3	4
4	-4	3101	0401	2	4
4	+4	3102	0227	4	4
4	-4	3102	0227	7	4
4	+4	3102	0401	13	4
4	-4	3102	0401	3	4
4	-4	3102	0501	3	4
4	-4	3102	0507	2	4
4	+4	3103	0107	2	4
4	-4	3103	0107	4	4
4	-4	3103	0501	2	4
4	-4	3104	0107	8	4
4	-4	3105	0107	10	4
4	+4	3105	0107	2	4
4	-4	3107	0501	3	4
4	-4	3111	0107	25	4
4	+4	3111	0107	5	4
4	-4	3111	0214	7	4
4	-4	3111	0216	21	4
4	+4	3111	0216	4	4
4	+4	3111	0218	10	4
4	-4	3111	0218	34	4
4	+4	3111	0220	2	4
4	-4	3111	0220	5	4
4	+4	3111	0222	2	4
4	-4	3111	0222	5	4
4	+4	3111	0227	4	4
4	-4	3111	0227	46	4
4	+4	3111	0301	31	4
4	-4	3111	0301	77	4
4	+4	3111	0401	19	4
4	-4	3111	0401	74	4
4	-4	3111	0501	69	4
4	+4	3111	0501	9	4
4	-4	3111	0505	3	4
4	-4	3111	0507	2	4
4	-4	3111	0602	4	4
4	-4	3111	0704	6	4
4	-4	3119	0107	2	4
4	-4	3121	0103	3	4
4	-4	3121	0105	12	4
4	+4	3121	0105	2	4
4	-4	3121	0107	33	4
4	+4	3121	0107	4	4
4	-4	3121	0203	24	4
4	-4	3121	0208	15	4
4	+4	3121	0208	2	4
4	+4	3121	0212	5	4
4	-4	3121	0212	8	4
4	-4	3121	0214	3	4
4	+4	3121	0305	2	4
4	-4	3121	0507	13	4
4	-4	3121	0509	2	4
4	-4	3121	1101	4	4
4	-4	3123	1101	4	4
4	-4	3125	1101	3	4
4	-4	3131	0305	11	4
4	+4	3131	0305	2	4
4	-4	3135	0301	32	4
4	+4	3135	0301	6	4
4	-4	3141	0220	6	4
4	-4	3155	0401	3	4
4	-4	3199	0301	3	4
4	+4	3199	0401	2	4
4	-4	3199	0501	5	4
4	-4	3901	0801	2	4
4	-4	3902	0140	2	4
4	-4	3902	0240	2	4
4	-4	3902	0501	2	4
4	+4	3902	0601	2	4
4	-4	3902	0601	43	4
4	+4	3903	0601	3	4
4	-4	3903	0601	74	4
4	-4	3905	0501	4	4
4	+4	3905	0601	2	4
4	-4	3905	0601	37	4
4	-4	3905	0803	2	4
4	+4	3909	0501	3	4
4	-4	5101	0801	3	4
4	+4	5102	0801	5	4
4	-4	5103	0801	2	4
4	+4	5103	0804	2	4
4	+4	5104	0801	15	4
4	-4	5104	0801	47	4
4	+4	5107	0801	2	4
4	+4	5109	0801	2	4
4	+4	5115	0801	2	4
4	-4	5115	0801	3	4
4	-4	5199	0801	2	4
4	-4	5211	0810	3	4
4	-4	5213	0240	11	4
4	+4	5213	0240	2	4
4	-4	5213	0703	24	4
4	+4	5213	0703	6	4
4	-4	5213	0902	2	4
4	+4	5220	0801	2	4
4	-4	5220	0801	6	4
4	-4	5220	0804	4	4
4	+4	5220	0804	4	4
4	-4	5230	0140	2	4
4	-4	5299		2	4
4	-4	6011	0810	3	4
4	+4	6011	0810	6	4
4	-4	6011	1101	20	4
4	+4	6011	1101	6	4
4	-4	6011	1410	12	4
4	-4	8004	0902	2	4
4	-4	8028	0902	5	4
4	-4	8034	0902	4	4
4	-4	8037	0240	2	4
4	-4	8037	0902	4	4
4	-4	8122	0902	2	4
4	-4	8128	0902	2	4
4	+4	8128	0902	2	4
4	-4	8137	0902	14	4
4	+4	8304	0505	3	4
4	-4	8304	0505	7	4
4	-4	8310	0216	5	4
4	-4	8310	0240	3	4
4	-4	8310	0505	2	4
4	-4	8310	0902	19	4
4	-4	8316	0902	2	4
4	-4	8319	0902	12	4
4	-4	8322	0902	9	4
4	+4	8325	0902	2	4
4	-4	8325	0902	6	4
4	-4	8516	0140	2	4
4	-4	8516	0240	3	4
4	-4	8516	0902	20	4
4	+4	8516	0902	9	4
4	-4	8522	0902	13	4
4	+4	8522	0902	7	4
4	-4	8525	0902	3	4
4	-4	8531	0902	4	4
4	-4	8541	0902	11	4
4	+4	8541	0902	5	4
4	-4	8604	0901	2	4
4	-4	8622	0901	22	4
4	+4	8622	0901	3	4
4	-4	8625	0901	3	4
4	-4	8631	0901	2	4
4	-4	8634	0901	8	4
4	-4	8710	0901	32	4
4	+4	8710	0901	7	4
4	-4	8722	0901	2	4
4	-4	8734	0901	2	4
4	+4	8740	0107	2	4
4	-4	8740	0901	10	4
4	+4	8740	0901	26	4
4	-4	8740	1410	2	4
4	+4	8740	1410	2	4
4	-4	8743	0901	15	4
4	+4	8804	0801	14	4
4	-4	8804	0801	43	4
4	-4	8804		2	4
4	-4	8810	0109	26	4
4	+4	8813	0505	2	4
4	+4	8816	0216	4	4
4	+4	8816	0225	2	4
4	-4	8816	0240	2	4
4	-4	8899	0107	2	4
4	-4	8899	0220	3	4
4	-4	9010	0401	2	4
4	+4	9010	0401	2	4
4	+4	9049	0401	2	4
5	-5	1020		10	5
5	+5	1020		2	5
5	+5	1101		24	5
5	-5	1101		359	5
5	-5	1102		30	5
5	+5	1102		5	5
5	+5	1103		10	5
5	-5	1103		49	5
5	-5	1104		134	5
5	+5	1104		18	5
5	-5	1106		8	5
5	+5	1107		14	5
5	-5	1107		53	5
5	+5	1108		12	5
5	-5	1108		16	5
5	-5	1109		3	5
5	+5	1109		4	5
5	+5	1110		7	5
5	-5	1112		117	5
5	+5	1112		6	5
5	-5	1113		34	5
5	+5	1113		5	5
5	+5	1202		26	5
5	-5	1202		31	5
5	-5	1203		2	5
5	+5	1203		2	5
5	+5	1302		3	5
5	-5	1302		7	5
5	-5	1401		8	5
5	-5	1402		8	5
5	+5	1403		2	5
5	-5	1403		6	5
5	-5	1404		2	5
5	+5	1501		3	5
5	-5	1501		85	5
5	-5	1505		37	5
5	-5	1507		13	5
5	+5	1509		5	5
5	-5	1509		98	5
5	-5	1515		12	5
5	-5	1519		23	5
5	-5	1521		25	5
5	-5	1602		220	5
5	+5	1602		395	5
5	+5	1702		394	5
5	-5	1702		78	5
5	-5	1708		10	5
5	+5	1708		3	5
5	+5	1710		6	5
5	-5	1801		23	5
5	+5	1801		36	5
5	+5	1802		13	5
5	-5	1802		26	5
5	+5	1804		3	5
5	-5	1808		18	5
5	+5	1808		7	5
5	-5	1810		29	5
5	+5	1810		91	5
5	+5	1812	0216	2	5
5	-5	1816		4	5
5	+5	1816		6	5
5	+5	1818		8	5
5	-5	1820		48	5
5	+5	1820		99	5
5	+5	1822		12	5
5	-5	1822		14	5
5	-5	1835		2	5
5	+5	1840		3	5
5	+5	1845		2	5
5	+5	1899		2	5
5	+5	1901		15	5
5	-5	1901		8	5
5	+5	1902		2	5
5	-5	1902		3	5
5	+5	1904		2	5
5	+5	1906		2	5
5	-5	1906		6	5
5	+5	1908		28	5
5	-5	1908		8	5
5	-5	1910		2	5
5	+5	1910		31	5
5	-5	1914		2	5
5	+5	1914		2	5
5	+5	1922		13	5
5	-5	1926		16	5
5	+5	1926		8	5
5	+5	2001		10	5
5	-5	2002		3	5
5	+5	2002		4	5
5	-5	2003		4	5
5	+5	2003		9	5
5	+5	2004		3	5
5	+5	2005		16	5
5	-5	2005		6	5
5	-5	2410		2	5
5	+5	3001	0401	17	5
5	-5	3003	0210	2	5
5	+5	3003	0210	2	5
5	+5	3003	0227	10	5
5	-5	3003	0227	4	5
5	+5	3003	0501	7	5
5	-5	3003	0702	3	5
5	+5	3003	0702	8	5
5	+5	3003	0704	20	5
5	+5	3055	0401	3	5
5	+5	3099	0401	10	5
5	-5	3101	0401	2	5
5	+5	3101	0401	2	5
5	-5	3102	0227	14	5
5	+5	3102	0227	4	5
5	+5	3102	0401	17	5
5	-5	3102	0401	4	5
5	-5	3102	0501	2	5
5	+5	3103	0107	2	5
5	-5	3103	0501	2	5
5	+5	3104	0107	3	5
5	-5	3104	0107	5	5
5	-5	3105	0107	5	5
5	+5	3107	0501	2	5
5	+5	3111	0107	17	5
5	-5	3111	0107	22	5
5	-5	3111	0214	4	5
5	-5	3111	0216	18	5
5	+5	3111	0216	9	5
5	+5	3111	0218	15	5
5	-5	3111	0218	23	5
5	-5	3111	0220	7	5
5	+5	3111	0222	2	5
5	-5	3111	0222	3	5
5	+5	3111	0227	20	5
5	-5	3111	0227	36	5
5	+5	3111	0301	145	5
5	-5	3111	0301	44	5
5	+5	3111	0401	34	5
5	-5	3111	0401	49	5
5	+5	3111	0501	24	5
5	-5	3111	0501	61	5
5	+5	3111	0505	2	5
5	-5	3111	0505	4	5
5	+5	3111	0602	2	5
5	-5	3111	0602	7	5
5	-5	3111	0704	5	5
5	+5	3111	0704	9	5
5	+5	3111		6	5
5	+5	3115	0210	2	5
5	+5	3119	0107	3	5
5	+5	3121	0101	2	5
5	-5	3121	0103	2	5
5	-5	3121	0105	10	5
5	+5	3121	0105	5	5
5	-5	3121	0107	26	5
5	+5	3121	0107	7	5
5	-5	3121	0203	10	5
5	+5	3121	0203	9	5
5	-5	3121	0208	15	5
5	+5	3121	0208	6	5
5	-5	3121	0212	8	5
5	-5	3121	0214	4	5
5	-5	3121	0507	7	5
5	-5	3121	0509	5	5
5	+5	3121	0509	6	5
5	-5	3123	1101	2	5
5	+5	3123	1101	6	5
5	-5	3125	1101	3	5
5	-5	3131	0305	13	5
5	+5	3131	0305	2	5
5	+5	3135	0301	11	5
5	-5	3135	0301	15	5
5	+5	3141	0220	15	5
5	-5	3141	0220	2	5
5	+5	3151	0218	3	5
5	+5	3155	0401	4	5
5	+5	3199	0301	3	5
5	-5	3199	0501	6	5
5	-5	3902	0501	2	5
5	-5	3902	0601	54	5
5	-5	3903	0140	2	5
5	+5	3903	0601	12	5
5	-5	3903	0601	70	5
5	-5	3905	0140	2	5
5	-5	3905	0501	2	5
5	+5	3905	0601	2	5
5	-5	3905	0601	30	5
5	-5	3905	0803	2	5
5	+5	5101	0801	3	5
5	+5	5102	0801	3	5
5	+5	5103	0804	3	5
5	-5	5103	0806	2	5
5	+5	5104	0801	27	5
5	-5	5104	0801	38	5
5	+5	5109	0801	7	5
5	+5	5109	0804	2	5
5	+5	5109	0808	2	5
5	-5	5115	0801	2	5
5	+5	5115	0801	2	5
5	-5	5199	0801	2	5
5	+5	5199	0801	4	5
5	-5	5211	0810	2	5
5	+5	5211	0810	5	5
5	-5	5213	0240	2	5
5	+5	5213	0240	2	5
5	-5	5213	0703	16	5
5	+5	5213	0703	9	5
5	+5	5213	0902	2	5
5	-5	5220	0801	4	5
5	+5	5220	0804	11	5
5	-5	5220	0804	4	5
5	+5	5299	0803	2	5
5	-5	6011	0810	3	5
5	+5	6011	0810	6	5
5	-5	6011	1101	14	5
5	+5	6011	1101	4	5
5	-5	6011	1410	11	5
5	+5	6011	1410	3	5
5	-5	8004	0902	2	5
5	+5	8004	0902	2	5
5	-5	8028	0902	4	5
5	-5	8034	0240	2	5
5	+5	8034	0902	4	5
5	-5	8037	0240	2	5
5	-5	8037	0902	2	5
5	+5	8116	0240	2	5
5	+5	8128	0902	6	5
5	-5	8137	0902	11	5
5	+5	8137	0902	4	5
5	+5	8207	0902	7	5
5	-5	8304	0505	6	5
5	-5	8310	0216	2	5
5	+5	8310	0216	2	5
5	-5	8310	0240	3	5
5	-5	8310	0505	2	5
5	+5	8310	0902	5	5
5	-5	8310	0902	9	5
5	+5	8316	0902	3	5
5	+5	8319	0509	2	5
5	-5	8319	0902	6	5
5	+5	8319	0902	7	5
5	+5	8322	0902	10	5
5	-5	8322	0902	7	5
5	+5	8325	0902	2	5
5	-5	8325	0902	5	5
5	+5	8399	0902	6	5
5	+5	8501	0902	2	5
5	+5	8510	0808	2	5
5	+5	8516	0902	16	5
5	-5	8516	0902	19	5
5	+5	8519	0902	4	5
5	-5	8522	0902	6	5
5	+5	8522	0902	6	5
5	+5	8525	0902	2	5
5	+5	8528	0902	2	5
5	+5	8531	0902	3	5
5	-5	8531	0902	4	5
5	+5	8534	0240	3	5
5	+5	8541	0902	7	5
5	-5	8541	0902	9	5
5	+5	8599	0902	2	5
5	+5	8607	0902	3	5
5	+5	8616	0902	2	5
5	-5	8622	0901	14	5
5	+5	8622	0901	17	5
5	-5	8634	0901	5	5
5	+5	8634	0901	5	5
5	-5	8710	0901	31	5
5	+5	8710	0901	8	5
5	-5	8710	0902	2	5
5	-5	8722	0901	2	5
5	+5	8734	0901	2	5
5	+5	8737	0901	2	5
5	+5	8740	0140	2	5
5	-5	8740	0901	12	5
5	+5	8740	0901	29	5
5	+5	8740	0902	6	5
5	-5	8740	1410	2	5
5	+5	8740	1410	2	5
5	-5	8743	0901	2	5
5	+5	8743	0901	4	5
5	-5	8804	0801	17	5
5	+5	8804	0801	43	5
5	-5	8810	0109	10	5
5	+5	8810	0109	8	5
5	-5	8813	0505	2	5
5	+5	8816	0216	4	5
5	+5	8816	0225	2	5
5	-5	8899	0107	3	5
5	+5	9010	0401	2	5
5	+5	9010	0704	3	5
5	-5	9029		4	5
5	+5	9049	0101	2	5
5	+5	9049	0203	2	5
5	+5	9059	0901	12	5
5	+5	9059	0902	17	5
6	+6	1010		2	6
6	+6	1020		18	6
6	-6	1020		2	6
6	-6	1101		87	6
6	+6	1101		97	6
6	+6	1102		11	6
6	-6	1102		7	6
6	-6	1103		18	6
6	+6	1103		33	6
6	-6	1104		30	6
6	+6	1104		46	6
6	+6	1106		3	6
6	-6	1106		8	6
6	-6	1107		17	6
6	+6	1107		46	6
6	+6	1108		27	6
6	-6	1108		5	6
6	+6	1109		11	6
6	-6	1109		2	6
6	-6	1110		2	6
6	+6	1110		6	6
6	-6	1112		24	6
6	+6	1112		42	6
6	+6	1113		43	6
6	-6	1113		4	6
6	-6	1202		15	6
6	+6	1202		78	6
6	+6	1203		4	6
6	-6	1302		3	6
6	+6	1302		4	6
6	-6	1304		2	6
6	-6	1401		2	6
6	+6	1401		2	6
6	+6	1402		4	6
6	-6	1403		3	6
6	+6	1403		5	6
6	-6	1501		17	6
6	+6	1501		18	6
6	-6	1505		6	6
6	+6	1505		9	6
6	+6	1507		4	6
6	+6	1509		12	6
6	-6	1509		6	6
6	-6	1515		4	6
6	+6	1515		4	6
6	+6	1519		3	6
6	-6	1519		5	6
6	-6	1521		6	6
6	+6	1521		6	6
6	+6	1602		1086	6
6	-6	1602		127	6
6	+6	1702		143	6
6	-6	1702		90	6
6	+6	1708		3	6
6	-6	1708		9	6
6	-6	1710		2	6
6	+6	1801		16	6
6	-6	1801		44	6
6	+6	1802		13	6
6	-6	1802		35	6
6	-6	1804		5	6
6	-6	1806		2	6
6	-6	1808		24	6
6	+6	1808		6	6
6	+6	1810		22	6
6	-6	1810		72	6
6	-6	1812	0210	3	6
6	-6	1812	0216	2	6
6	-6	1812	0704	2	6
6	-6	1814		2	6
6	+6	1814		2	6
6	-6	1816		5	6
6	+6	1818		2	6
6	-6	1818		3	6
6	+6	1820		40	6
6	-6	1820		95	6
6	+6	1822		11	6
6	-6	1822		13	6
6	-6	1830		3	6
6	+6	1840		2	6
6	+6	1899		2	6
6	+6	1901		4	6
6	-6	1901		7	6
6	-6	1902		13	6
6	+6	1902		3	6
6	-6	1906		18	6
6	+6	1906		3	6
6	-6	1908		15	6
