CHROMOSOME	ABNORMALITY	CODE	ORGAN	TOTAL_CASES	CHR_ORDER
20	-20	3111	0218	18	20
20	+20	3111	0218	33	20
20	+20	3111	0220	5	20
20	-20	3111	0222	2	20
20	+20	3111	0222	3	20
20	-20	3111	0227	22	20
20	+20	3111	0227	56	20
20	+20	3111	0301	176	20
20	-20	3111	0301	26	20
20	-20	3111	0401	56	20
20	+20	3111	0401	68	20
20	+20	3111	0501	41	20
20	-20	3111	0501	60	20
20	-20	3111	0505	4	20
20	+20	3111	0505	5	20
20	-20	3111	0507	2	20
20	+20	3111	0602	2	20
20	-20	3111	0602	4	20
20	+20	3111	0704	10	20
20	-20	3111	0704	7	20
20	+20	3111		6	20
20	+20	3115	0210	2	20
20	+20	3119	0107	3	20
20	-20	3121	0101	2	20
20	-20	3121	0103	2	20
20	+20	3121	0103	2	20
20	+20	3121	0105	14	20
20	-20	3121	0105	6	20
20	+20	3121	0107	17	20
20	-20	3121	0107	25	20
20	-20	3121	0203	12	20
20	+20	3121	0203	21	20
20	+20	3121	0208	16	20
20	-20	3121	0208	5	20
20	+20	3121	0212	14	20
20	-20	3121	0212	8	20
20	+20	3121	0214	2	20
20	-20	3121	0507	2	20
20	+20	3121	0507	4	20
20	-20	3121	0509	3	20
20	+20	3121	0509	5	20
20	+20	3121	1101	3	20
20	+20	3123	1101	6	20
20	+20	3125	1101	3	20
20	+20	3131	0301	3	20
20	+20	3131	0303	3	20
20	+20	3131	0305	12	20
20	-20	3131	0305	8	20
20	+20	3135	0301	48	20
20	-20	3135	0301	8	20
20	+20	3141	0220	58	20
20	+20	3151	0218	2	20
20	+20	3155	0401	3	20
20	-20	3199	0301	2	20
20	+20	3199	0301	2	20
20	-20	3199	0501	2	20
20	-20	3902	0240	2	20
20	+20	3902	0601	10	20
20	-20	3902	0601	15	20
20	+20	3903	0140	2	20
20	+20	3903	0501	2	20
20	+20	3903	0601	11	20
20	-20	3903	0601	40	20
20	+20	3905	0501	3	20
20	+20	3905	0601	12	20
20	-20	3905	0601	22	20
20	+20	3909	0601	2	20
20	+20	5101	0801	3	20
20	-20	5102	0801	2	20
20	+20	5102	0801	5	20
20	+20	5103	0801	2	20
20	-20	5103	0806	2	20
20	-20	5104	0801	33	20
20	+20	5104	0801	61	20
20	+20	5105	0801	2	20
20	+20	5105	0804	2	20
20	+20	5107	0801	2	20
20	-20	5107	0801	3	20
20	+20	5109	0801	8	20
20	+20	5109	0804	2	20
20	-20	5109	0808	2	20
20	+20	5115	0801	11	20
20	-20	5199	0801	2	20
20	+20	5199	0801	2	20
20	+20	5211	0810	6	20
20	-20	5211	0810	7	20
20	-20	5213	0240	4	20
20	+20	5213	0240	5	20
20	-20	5213	0703	16	20
20	+20	5213	0703	20	20
20	-20	5213	0902	2	20
20	+20	5220	0801	3	20
20	-20	5220	0801	4	20
20	-20	5220	0803	2	20
20	-20	5220	0804	7	20
20	+20	5220	0804	9	20
20	-20	6011	0810	4	20
20	+20	6011	0810	7	20
20	-20	6011	1101	14	20
20	+20	6011	1101	23	20
20	+20	6011	1410	11	20
20	-20	6011	1410	8	20
20	-20	8004	0902	2	20
20	-20	8028	0902	3	20
20	-20	8031	0240	2	20
20	-20	8031	0902	2	20
20	-20	8034	0902	2	20
20	-20	8037	0902	4	20
20	-20	8116	0902	2	20
20	+20	8116	0902	2	20
20	+20	8122	0902	12	20
20	-20	8122	0902	2	20
20	+20	8131	0902	18	20
20	+20	8137	0902	4	20
20	-20	8137	0902	9	20
20	+20	8210	0902	2	20
20	+20	8304	0505	3	20
20	+20	8307	0902	2	20
20	+20	8310	0216	2	20
20	-20	8310	0902	8	20
20	+20	8310	0902	9	20
20	+20	8319	0240	2	20
20	+20	8319	0305	4	20
20	+20	8319	0509	2	20
20	+20	8319	0902	12	20
20	-20	8319	0902	5	20
20	+20	8322	0240	2	20
20	+20	8322	0902	15	20
20	-20	8322	0902	7	20
20	+20	8325	0902	3	20
20	-20	8325	0902	4	20
20	+20	8399	0902	5	20
20	+20	8419	0902	2	20
20	+20	8501	0902	2	20
20	+20	8510	0902	2	20
20	-20	8516	0140	2	20
20	-20	8516	0240	3	20
20	+20	8516	0902	10	20
20	-20	8516	0902	24	20
20	+20	8519	0210	2	20
20	-20	8522	0902	6	20
20	+20	8522	0902	8	20
20	+20	8525	0902	5	20
20	-20	8531	0902	4	20
20	+20	8541	0902	7	20
20	-20	8541	0902	8	20
20	-20	8607	0901	2	20
20	+20	8607	0901	2	20
20	-20	8622	0901	10	20
20	+20	8622	0901	22	20
20	+20	8625	0901	3	20
20	+20	8631	0901	2	20
20	+20	8634	0901	10	20
20	+20	8710	0901	15	20
20	-20	8710	0901	25	20
20	-20	8710	0902	2	20
20	-20	8725	0901	2	20
20	+20	8734	0901	2	20
20	+20	8740	0107	2	20
20	+20	8740	0901	36	20
20	-20	8740	0901	9	20
20	+20	8740	0902	5	20
20	-20	8740	1410	3	20
20	+20	8740	1410	3	20
20	+20	8743	0901	4	20
20	-20	8743	0901	5	20
20	-20	8804	0801	17	20
20	+20	8804	0801	56	20
20	+20	8804	0804	2	20
20	-20	8804	0808	2	20
20	+20	8804	0808	3	20
20	+20	8807	0301	4	20
20	+20	8810	0109	7	20
20	-20	8810	0109	8	20
20	-20	8813	0505	2	20
20	+20	8813	0505	2	20
20	+20	8816	0216	2	20
20	+20	8899	0107	2	20
20	-20	8899	0220	2	20
20	+20	9010	0401	2	20
20	+20	9010	0704	3	20
20	+20	9013	0214	2	20
20	+20	9029		2	20
20	+20	9049	0101	2	20
20	+20	9049	0203	2	20
20	-20	9049	0401	2	20
20	+20	9049	0401	2	20
20	-20	9049	0704	2	20
21	-21	1010		3	21
21	+21	1010		6	21
21	+21	1020		30	21
21	-21	1020		6	21
21	-21	1101		176	21
21	+21	1101		293	21
21	-21	1102		18	21
21	+21	1102		30	21
21	-21	1103		31	21
21	+21	1103		98	21
21	+21	1104		126	21
21	-21	1104		98	21
21	-21	1106		10	21
21	+21	1106		26	21
21	+21	1107		114	21
21	-21	1107		52	21
21	-21	1108		15	21
21	+21	1108		57	21
21	+21	1109		14	21
21	-21	1109		6	21
21	-21	1110		5	21
21	+21	1110		5	21
21	-21	1112		55	21
21	+21	1112		69	21
21	+21	1113		118	21
21	-21	1113		23	21
21	+21	1202		175	21
21	-21	1202		48	21
21	+21	1203		17	21
21	-21	1203		3	21
21	-21	1301		2	21
21	+21	1302		24	21
21	-21	1302		7	21
21	+21	1303		7	21
21	+21	1304		13	21
21	+21	1401		20	21
21	-21	1402		3	21
21	+21	1402		6	21
21	+21	1403		15	21
21	-21	1404		2	21
21	+21	1404		4	21
21	+21	1405		2	21
21	+21	1406		2	21
21	-21	1501		32	21
21	+21	1501		44	21
21	-21	1505		16	21
21	+21	1505		39	21
21	+21	1507		12	21
21	-21	1507		6	21
21	-21	1509		36	21
21	+21	1509		41	21
21	-21	1515		5	21
21	+21	1515		8	21
21	-21	1519		12	21
21	+21	1519		8	21
21	-21	1521		11	21
21	+21	1521		12	21
21	+21	1602		2140	21
21	-21	1602		250	21
21	+21	1702		339	21
21	-21	1702		94	21
21	-21	1708		16	21
21	+21	1708		17	21
21	-21	1710		6	21
21	+21	1710		6	21
21	-21	1801		24	21
21	+21	1801		54	21
21	+21	1802		38	21
21	-21	1802		47	21
21	+21	1804		2	21
21	-21	1804		3	21
21	+21	1806		2	21
21	+21	1808		11	21
21	-21	1808		38	21
21	+21	1810		132	21
21	-21	1810		36	21
21	-21	1812	0810	2	21
21	-21	1812	1410	2	21
21	-21	1814		2	21
21	+21	1814		5	21
21	-21	1816		12	21
21	+21	1818		2	21
21	+21	1820	0601	3	21
21	+21	1820		126	21
21	-21	1820		67	21
21	-21	1822		13	21
21	+21	1822		26	21
21	-21	1830		2	21
21	-21	1835		4	21
21	+21	1840		3	21
21	-21	1901		10	21
21	+21	1901		7	21
21	-21	1902		17	21
21	+21	1902		2	21
21	+21	1904		2	21
21	-21	1906		8	21
21	+21	1906		9	21
21	+21	1908		25	21
21	-21	1908		8	21
21	+21	1910		21	21
21	+21	1912		2	21
21	+21	1918		2	21
21	-21	1922		5	21
21	+21	1922		6	21
21	+21	1924		3	21
21	-21	1926		14	21
21	+21	1926		23	21
21	+21	2001		7	21
21	-21	2001		8	21
21	-21	2002		3	21
21	+21	2002		6	21
21	-21	2003		11	21
21	+21	2003		5	21
21	-21	2004		2	21
21	+21	2004		4	21
21	-21	2005		22	21
21	+21	2005		7	21
21	+21	2410		2	21
21	-21	2410		3	21
21	-21	3001	0401	8	21
21	+21	3001	0401	9	21
21	-21	3003	0210	2	21
21	+21	3003	0227	4	21
21	-21	3003	0227	5	21
21	+21	3003	0501	3	21
21	-21	3003	0501	5	21
21	-21	3003	0702	7	21
21	-21	3003	0704	3	21
21	+21	3003	0704	5	21
21	-21	3031	0301	8	21
21	+21	3055	0401	2	21
21	-21	3099	0301	3	21
21	-21	3099	0401	6	21
21	+21	3099	0401	8	21
21	-21	3102	0218	2	21
21	+21	3102	0227	11	21
21	-21	3102	0227	6	21
21	-21	3102	0401	14	21
21	+21	3102	0401	7	21
21	-21	3102	0501	3	21
21	-21	3102	0507	5	21
21	+21	3103	0107	2	21
21	-21	3103	0107	3	21
21	-21	3103	0501	2	21
21	-21	3104	0107	6	21
21	+21	3105	0107	2	21
21	-21	3105	0107	6	21
21	-21	3107	0501	3	21
21	-21	3107	0505	2	21
21	+21	3111	0107	12	21
21	-21	3111	0107	45	21
21	+21	3111	0214	2	21
21	-21	3111	0214	9	21
21	-21	3111	0216	29	21
21	+21	3111	0216	9	21
21	+21	3111	0218	4	21
21	-21	3111	0218	47	21
21	-21	3111	0220	8	21
21	-21	3111	0222	9	21
21	+21	3111	0227	16	21
21	-21	3111	0227	47	21
21	+21	3111	0301	54	21
21	-21	3111	0301	89	21
21	+21	3111	0401	33	21
21	-21	3111	0401	76	21
21	+21	3111	0501	18	21
21	-21	3111	0501	76	21
21	-21	3111	0505	6	21
21	+21	3111	0602	2	21
21	-21	3111	0602	6	21
21	-21	3111	0704	11	21
21	+21	3111	0704	3	21
21	-21	3111	1410	3	21
21	-21	3111		3	21
21	+21	3111		4	21
21	-21	3119	0107	3	21
21	-21	3121	0103	3	21
21	-21	3121	0105	23	21
21	+21	3121	0107	3	21
21	-21	3121	0107	37	21
21	-21	3121	0203	33	21
21	-21	3121	0208	29	21
21	-21	3121	0212	20	21
21	-21	3121	0214	5	21
21	-21	3121	0230	2	21
21	+21	3121	0507	2	21
21	-21	3121	0507	7	21
21	+21	3121	0509	2	21
21	-21	3121	0509	3	21
21	+21	3121	1101	2	21
21	-21	3121	1101	5	21
21	+21	3123	1101	4	21
21	+21	3125	1101	3	21
21	-21	3131	0301	3	21
21	-21	3131	0305	12	21
21	+21	3131	0305	4	21
21	+21	3135	0301	20	21
21	-21	3135	0301	28	21
21	+21	3141	0220	4	21
21	-21	3141	0220	6	21
21	-21	3199	0301	4	21
21	+21	3199	0401	2	21
21	-21	3199	0501	3	21
21	+21	3901	0801	2	21
21	-21	3902	0601	13	21
21	+21	3902	0601	38	21
21	+21	3903	0140	4	21
21	+21	3903	0240	2	21
21	-21	3903	0501	3	21
21	+21	3903	0501	5	21
21	-21	3903	0601	25	21
21	+21	3903	0601	49	21
21	+21	3905	0140	5	21
21	+21	3905	0501	3	21
21	-21	3905	0601	15	21
21	+21	3905	0601	20	21
21	+21	3905	0803	2	21
21	-21	5101	0801	2	21
21	+21	5101	0801	3	21
21	+21	5102	0801	2	21
21	-21	5103	0801	2	21
21	+21	5104	0801	37	21
21	-21	5104	0801	46	21
21	-21	5105	0804	2	21
21	-21	5107	0801	2	21
21	+21	5107	0801	2	21
21	-21	5109	0801	3	21
21	+21	5109	0801	4	21
21	+21	5109	0804	2	21
21	-21	5109	0808	2	21
21	-21	5115	0801	4	21
21	+21	5115	0801	4	21
21	-21	5199	0801	6	21
21	+21	5211	0810	2	21
21	-21	5211	0810	9	21
21	+21	5213	0240	4	21
21	-21	5213	0240	5	21
21	+21	5213	0703	13	21
21	-21	5213	0703	19	21
21	-21	5213	0902	3	21
21	+21	5220	0801	3	21
21	-21	5220	0801	8	21
21	-21	5220	0803	2	21
21	+21	5220	0804	6	21
21	-21	5220	0804	7	21
21	+21	6011	0810	15	21
21	-21	6011	0810	5	21
21	-21	6011	1101	24	21
21	+21	6011	1101	7	21
21	-21	6011	1410	13	21
21	+21	6011	1410	5	21
21	-21	8028	0902	2	21
21	-21	8031	0902	4	21
21	-21	8034	0902	3	21
21	-21	8037	0902	4	21
21	+21	8110	0501	2	21
21	+21	8116	0902	2	21
21	+21	8131	0902	2	21
21	-21	8136	0902	3	21
21	-21	8137	0902	11	21
21	-21	8304	0505	7	21
21	-21	8310	0216	2	21
21	-21	8310	0240	4	21
21	-21	8310	0902	11	21
21	+21	8310	0902	4	21
21	+21	8319	0902	3	21
21	-21	8319	0902	7	21
21	-21	8322	0902	12	21
21	+21	8322	0902	5	21
21	-21	8325	0902	6	21
21	+21	8399	0902	4	21
21	-21	8516	0240	3	21
21	+21	8516	0902	11	21
21	-21	8516	0902	27	21
21	+21	8519	0902	2	21
21	+21	8522	0902	17	21
21	-21	8522	0902	6	21
21	-21	8525	0902	2	21
21	+21	8531	0902	2	21
21	-21	8531	0902	3	21
21	-21	8541	0902	11	21
21	+21	8541	0902	6	21
21	-21	8599	0902	2	21
21	+21	8622	0901	25	21
21	-21	8622	0901	9	21
21	+21	8625	0901	2	21
21	+21	8634	0901	3	21
21	+21	8710	0901	15	21
21	-21	8710	0901	24	21
21	-21	8710	0902	3	21
21	-21	8734	0901	2	21
21	+21	8737	0901	3	21
21	-21	8740	0901	12	21
21	+21	8740	0901	28	21
21	+21	8740	0902	4	21
21	+21	8743	0901	5	21
21	-21	8743	0901	6	21
21	+21	8804	0801	18	21
21	-21	8804	0801	36	21
21	-21	8804	0808	3	21
21	-21	8810	0109	12	21
21	+21	8810	0109	7	21
21	+21	8813	0505	2	21
21	-21	8813	0505	4	21
21	-21	8816	0216	3	21
21	-21	8816	0225	2	21
21	-21	8899	0220	2	21
21	+21	9010	0401	2	21
21	-21	9010	0401	3	21
21	+21	9029		15	21
21	-21	9029		6	21
21	-21	9049	0704	4	21
21	+21	9059	0902	2	21
2	+2	1020		5	2
2	-2	1020		8	2
2	-2	1101		54	2
2	+2	1101		56	2
2	+2	1102		6	2
2	-2	1102		9	2
2	-2	1103		18	2
2	+2	1103		5	2
2	-2	1104		22	2
2	+2	1104		6	2
2	-2	1106		2	2
2	-2	1107		13	2
2	+2	1107		5	2
2	-2	1108		4	2
2	+2	1108		6	2
2	-2	1109		2	2
2	+2	1109		3	2
2	+2	1110		2	2
2	-2	1112		14	2
2	+2	1112		18	2
2	+2	1113		15	2
2	-2	1113		7	2
2	+2	1202		14	2
2	-2	1202		18	2
2	+2	1203		2	2
2	+2	1302		3	2
2	+2	1402		4	2
2	+2	1403		2	2
2	-2	1501		13	2
2	+2	1501		2	2
2	-2	1505		4	2
2	+2	1505		4	2
2	-2	1509		11	2
2	+2	1509		7	2
2	+2	1515		3	2
2	+2	1519		2	2
2	-2	1521		3	2
2	+2	1602		137	2
2	-2	1602		315	2
2	+2	1702		54	2
2	-2	1702		93	2
2	+2	1708		2	2
2	-2	1708		6	2
2	-2	1710		3	2
2	+2	1801		21	2
2	-2	1801		24	2
2	-2	1802		24	2
2	+2	1802		8	2
2	-2	1804		2	2
2	-2	1808		17	2
2	+2	1808		4	2
2	-2	1810		41	2
2	+2	1810		75	2
2	-2	1814		2	2
2	+2	1814		2	2
2	-2	1816		4	2
2	-2	1818		2	2
2	+2	1820		47	2
2	-2	1820		98	2
2	+2	1822		4	2
2	-2	1822		9	2
2	-2	1835		2	2
2	+2	1835		2	2
2	+2	1845		2	2
2	-2	1901		5	2
2	+2	1901		5	2
2	+2	1902		2	2
2	-2	1902		9	2
2	-2	1906		10	2
2	-2	1908		8	2
2	+2	1908		9	2
2	+2	1910		7	2
2	-2	1912		2	2
2	-2	1922		3	2
2	+2	1922		6	2
2	+2	1924		2	2
2	+2	1926		6	2
2	-2	1926		8	2
2	+2	2001		2	2
2	-2	2002		2	2
2	+2	2002		3	2
2	+2	2003		13	2
2	-2	2003		5	2
2	+2	2004		3	2
2	+2	2005		16	2
2	-2	2005		4	2
22	-22	1010		2	22
22	+22	1010		2	22
22	+22	1020		11	22
22	-22	1020		4	22
22	-22	1101		142	22
22	+22	1101		150	22
22	+22	1102		18	22
22	-22	1102		9	22
22	-22	1103		23	22
22	+22	1103		40	22
22	-22	1104		56	22
22	+22	1104		83	22
22	-22	1106		3	22
22	+22	1106		6	22
22	+22	1107		160	22
22	-22	1107		23	22
22	+22	1108		13	22
22	-22	1108		7	22
22	-22	1109		4	22
22	+22	1109		7	22
22	-22	1110		2	22
22	+22	1110		4	22
22	+22	1112		33	22
22	-22	1112		38	22
22	-22	1113		18	22
22	+22	1113		31	22
22	-22	1202		42	22
22	+22	1202		50	22
22	-22	1203		4	22
22	+22	1203		7	22
22	+22	1302		3	22
22	-22	1302		6	22
22	+22	1304		2	22
22	-22	1401		5	22
22	+22	1402		3	22
22	-22	1501		20	22
22	+22	1501		28	22
22	-22	1505		12	22
22	+22	1505		9	22
22	-22	1507		7	22
22	+22	1509		21	22
22	-22	1509		26	22
22	-22	1515		2	22
22	+22	1515		3	22
22	+22	1519		6	22
22	-22	1519		7	22
22	-22	1521		6	22
22	+22	1521		6	22
22	-22	1602		252	22
22	+22	1602		404	22
22	-22	1702		239	22
22	+22	1702		61	22
22	-22	1708		23	22
22	+22	1708		3	22
22	+22	1710		3	22
22	-22	1710		6	22
22	+22	1801		33	22
22	-22	1801		34	22
22	+22	1802		19	22
22	-22	1802		37	22
22	-22	1804		5	22
22	-22	1806		2	22
22	+22	1808		4	22
22	-22	1808		43	22
22	+22	1810		35	22
22	-22	1810		47	22
22	-22	1814		2	22
22	+22	1814		2	22
22	+22	1816		2	22
22	-22	1816		5	22
22	-22	1818		2	22
22	+22	1818		2	22
22	-22	1820	0601	3	22
22	+22	1820		49	22
22	-22	1820		84	22
22	+22	1822		14	22
22	-22	1822		15	22
22	-22	1835		3	22
22	-22	1901		8	22
22	+22	1901		8	22
22	-22	1902		31	22
22	-22	1906		15	22
22	+22	1906		4	22
22	-22	1908		14	22
22	+22	1908		7	22
22	+22	1910		11	22
22	-22	1912		2	22
22	-22	1914		2	22
22	+22	1914		2	22
22	-22	1918		2	22
22	+22	1922		5	22
22	-22	1922		8	22
22	-22	1926		19	22
22	+22	1926		4	22
22	-22	2001		6	22
22	+22	2001		6	22
22	-22	2003		17	22
22	+22	2003		3	22
22	-22	2004		5	22
22	-22	2005		15	22
22	+22	2005		8	22
22	-22	2410		2	22
22	-22	2430		2	22
22	-22	2440		3	22
22	+22	3001	0401	11	22
22	-22	3001	0401	7	22
22	-22	3003	0210	2	22
22	+22	3003	0227	4	22
22	-22	3003	0227	6	22
22	+22	3003	0501	4	22
22	-22	3003	0501	6	22
22	+22	3003	0702	2	22
22	-22	3003	0702	6	22
22	-22	3003	0704	14	22
22	+22	3003	0704	6	22
22	-22	3031	0301	10	22
22	-22	3055	0401	2	22
22	-22	3099	0301	3	22
22	+22	3099	0401	2	22
22	-22	3099	0401	6	22
22	-22	3101	0401	2	22
22	-22	3102	0227	16	22
22	-22	3102	0401	11	22
22	+22	3102	0401	8	22
22	-22	3102	0501	4	22
22	-22	3102	0507	3	22
22	-22	3102	0703	2	22
22	-22	3103	0107	2	22
22	+22	3103	0107	2	22
22	-22	3103	0216	2	22
22	-22	3103	0704	2	22
22	-22	3104	0107	7	22
22	-22	3105	0107	9	22
22	-22	3107	0501	4	22
22	-22	3107	0505	3	22
22	+22	3111	0107	5	22
22	-22	3111	0107	54	22
22	+22	3111	0214	2	22
22	-22	3111	0214	6	22
22	-22	3111	0216	30	22
22	+22	3111	0216	9	22
22	+22	3111	0218	13	22
22	-22	3111	0218	33	22
22	-22	3111	0220	8	22
22	-22	3111	0222	5	22
22	+22	3111	0227	16	22
22	-22	3111	0227	50	22
22	+22	3111	0301	33	22
22	-22	3111	0301	92	22
22	-22	3111	0401	106	22
22	+22	3111	0401	27	22
22	-22	3111	0501	101	22
22	+22	3111	0501	9	22
22	-22	3111	0505	5	22
22	-22	3111	0507	2	22
22	+22	3111	0602	2	22
22	-22	3111	0602	7	22
22	-22	3111	0704	12	22
22	+22	3119	0107	4	22
22	-22	3121	0101	2	22
22	-22	3121	0103	3	22
22	-22	3121	0105	13	22
22	+22	3121	0105	7	22
22	-22	3121	0107	32	22
22	+22	3121	0107	7	22
22	+22	3121	0203	17	22
22	-22	3121	0203	31	22
22	+22	3121	0208	15	22
22	-22	3121	0208	21	22
22	-22	3121	0212	14	22
22	+22	3121	0212	9	22
22	-22	3121	0214	5	22
22	-22	3121	0507	9	22
22	+22	3121	0509	3	22
22	-22	3121	0509	5	22
22	-22	3121	1101	4	22
22	-22	3123	1101	3	22
22	-22	3125	1101	5	22
22	-22	3131	0305	14	22
22	+22	3131	0305	6	22
22	-22	3135	0301	49	22
22	+22	3135	0301	6	22
22	+22	3141	0220	12	22
22	+22	3199	0210	2	22
22	-22	3199	0301	5	22
22	-22	3199	0501	4	22
22	-22	3901	0140	2	22
22	-22	3902	0601	16	22
22	+22	3902	0601	17	22
22	+22	3903	0140	2	22
22	-22	3903	0501	3	22
22	+22	3903	0601	15	22
22	-22	3903	0601	60	22
22	-22	3905	0501	2	22
22	-22	3905	0601	31	22
22	+22	3905	0601	5	22
22	-22	3909	0501	10	22
22	-22	3999	0601	2	22
22	+22	5101	0801	2	22
22	-22	5101	0801	5	22
22	+22	5102	0801	3	22
22	-22	5102	0801	4	22
22	-22	5103	0801	5	22
22	-22	5103	0804	3	22
22	+22	5104	0801	15	22
22	-22	5104	0801	99	22
22	+22	5104	0806	2	22
22	-22	5105	0801	2	22
22	+22	5105	0801	3	22
22	-22	5107	0801	5	22
22	+22	5109	0801	2	22
22	-22	5109	0801	26	22
22	-22	5109	0804	3	22
22	-22	5109	0808	8	22
22	+22	5115	0801	2	22
22	-22	5115	0801	3	22
22	-22	5199	0801	4	22
22	+22	5211	0810	5	22
22	-22	5211	0810	8	22
22	+22	5213	0240	4	22
22	-22	5213	0240	6	22
22	+22	5213	0703	10	22
22	-22	5213	0703	18	22
22	-22	5213	0902	3	22
22	-22	5213	1410	2	22
22	-22	5220	0801	13	22
22	-22	5220	0804	19	22
22	+22	5220	0804	3	22
22	-22	5299	0803	3	22
22	-22	5299		2	22
22	+22	6011	0810	15	22
22	-22	6011	0810	6	22
22	+22	6011	1101	11	22
22	-22	6011	1101	19	22
22	-22	6011	1410	20	22
22	+22	6011	1410	5	22
22	-22	8004	0902	3	22
22	-22	8028	0240	2	22
22	-22	8028	0902	6	22
22	-22	8034	0902	4	22
22	-22	8037	0240	3	22
22	-22	8037	0902	4	22
22	-22	8099	0902	2	22
22	-22	8110	0501	2	22
22	-22	8116	0902	2	22
22	+22	8116	0902	2	22
22	-22	8125	0240	3	22
22	-22	8125	0902	2	22
22	+22	8128	0902	2	22
22	-22	8128	0902	3	22
22	-22	8131	0902	2	22
22	-22	8134	0902	2	22
22	-22	8136	0902	2	22
22	-22	8137	0902	13	22
22	+22	8137	0902	3	22
22	-22	8304	0505	27	22
22	-22	8310	0216	6	22
22	-22	8310	0225	3	22
22	-22	8310	0227	2	22
22	-22	8310	0240	3	22
22	-22	8310	0505	2	22
22	-22	8310	0902	13	22
22	+22	8310	0902	7	22
22	+22	8319	0902	4	22
22	-22	8319	0902	6	22
22	+22	8322	0902	5	22
22	-22	8322	0902	6	22
22	+22	8325	0902	4	22
22	-22	8325	0902	5	22
22	-22	8327	0902	2	22
22	+22	8399	0902	5	22
22	-22	8419	0902	2	22
22	-22	8510	0801	17	22
22	-22	8510	0808	10	22
22	-22	8510	0902	14	22
22	-22	8510	1410	3	22
22	-22	8513	0902	2	22
22	-22	8516	0140	2	22
22	-22	8516	0240	5	22
22	-22	8516	0902	27	22
22	+22	8516	0902	7	22
22	-22	8519	0902	3	22
22	-22	8522	0902	12	22
22	+22	8522	0902	5	22
22	-22	8525	0902	5	22
22	-22	8528	0902	2	22
22	-22	8531	0902	4	22
22	-22	8541	0902	16	22
22	+22	8541	0902	6	22
22	-22	8599	0902	2	22
22	-22	8607	0901	3	22
22	+22	8622	0901	13	22
22	-22	8622	0901	23	22
22	+22	8625	0901	2	22
22	-22	8634	0901	2	22
22	+22	8634	0901	3	22
22	-22	8707	0901	2	22
22	-22	8710	0901	37	22
22	+22	8710	0901	8	22
22	-22	8734	0901	4	22
22	-22	8740	0901	17	22
22	+22	8740	0901	5	22
22	-22	8740	0902	2	22
22	-22	8740	1410	2	22
22	-22	8743	0901	11	22
22	+22	8743	0901	2	22
22	-22	8799	0901	2	22
22	+22	8804	0801	5	22
22	-22	8804	0801	532	22
22	-22	8804	0804	22	22
22	-22	8804	0808	40	22
22	-22	8804		13	22
22	-22	8804	1410	2	22
22	+22	8810	0109	3	22
22	-22	8810	0109	44	22
22	+22	8813	0505	2	22
22	-22	8813	0505	7	22
22	-22	8816	0216	10	22
22	-22	8816	0225	5	22
22	-22	8816	0240	6	22
22	-22	8819	0801	6	22
22	-22	8819	0804	3	22
22	-22	8899	0107	2	22
22	-22	8899	0220	4	22
22	-22	9010	0401	3	22
22	+22	9010	0401	5	22
22	+22	9029		2	22
22	-22	9049	0401	2	22
22	-22	9049	0704	3	22
2	+2	3001	0401	16	2
2	+2	3003	0227	10	2
2	+2	3003	0501	6	2
2	-2	3003	0704	5	2
2	-2	3031	0301	4	2
2	+2	3099	0301	3	2
2	+2	3102	0107	2	2
2	-2	3102	0227	7	2
2	+2	3102	0227	7	2
2	+2	3102	0401	12	2
2	-2	3102	0401	8	2
2	-2	3103	0107	4	2
2	+2	3104	0107	3	2
2	-2	3104	0107	4	2
2	+2	3105	0107	4	2
2	-2	3105	0107	6	2
2	+2	3107	0505	3	2
2	-2	3111	0107	10	2
2	+2	3111	0107	13	2
2	-2	3111	0214	3	2
2	+2	3111	0214	4	2
2	-2	3111	0216	13	2
2	+2	3111	0216	9	2
2	+2	3111	0218	24	2
2	-2	3111	0218	8	2
2	+2	3111	0220	4	2
2	-2	3111	0222	3	2
2	+2	3111	0222	3	2
2	-2	3111	0227	10	2
2	+2	3111	0227	20	2
2	-2	3111	0301	37	2
2	+2	3111	0301	94	2
2	+2	3111	0401	21	2
2	-2	3111	0401	47	2
2	+2	3111	0501	36	2
2	-2	3111	0501	46	2
2	+2	3111	0505	13	2
2	-2	3111	0505	3	2
2	-2	3111	0602	4	2
2	+2	3111	0704	2	2
2	-2	3111	0704	7	2
2	+2	3111		5	2
2	+2	3115	0210	2	2
2	+2	3121	0103	3	2
2	+2	3121	0105	2	2
2	-2	3121	0105	7	2
2	-2	3121	0107	12	2
2	+2	3121	0107	8	2
2	-2	3121	0203	18	2
2	+2	3121	0203	7	2
2	-2	3121	0208	13	2
2	+2	3121	0208	5	2
2	+2	3121	0212	4	2
2	-2	3121	0212	7	2
2	+2	3121	0214	2	2
2	+2	3121	0507	4	2
2	-2	3121	0507	8	2
2	-2	3121	0509	5	2
2	+2	3123	1101	2	2
2	-2	3131	0301	2	2
2	-2	3131	0305	12	2
2	+2	3131	0305	4	2
2	+2	3135	0301	38	2
2	-2	3135	0301	7	2
2	+2	3141	0220	43	2
2	-2	3151	0218	2	2
2	+2	3155	0401	2	2
2	-2	3199	0301	2	2
2	+2	3199	0301	2	2
2	-2	3199	0501	3	2
2	+2	3902	0601	11	2
2	-2	3902	0601	12	2
2	-2	3903	0140	2	2
2	+2	3903	0140	2	2
2	+2	3903	0601	18	2
2	-2	3903	0601	31	2
2	+2	3905	0501	2	2
