REFNO	NAME	NAMEORDER
12769	Zamecnikova A	1
1276	Spivak JL	2
1276	Vogelsang GB	1
12770	Arber DA	9
12770	Gotlib J	7
12770	Ma L	5
12770	Merker JD	6
12770	Ren L	3
12770	Seetharam M	2
12770	Seo K	4
12770	Weinberg OK	1
12770	Zehnder JL	8
12771	Atsuta Y	11
12771	Kasai M	4
12771	Koda K	9
12771	Kodera Y	14
12771	Kuwatsuka Y	1
12771	Maruta A	5
12771	Miyamura K	2
12771	Ogawa H	6
12771	Sakamaki H	13
12771	Suzuki R	3
12771	Takahashi S	8
12771	Tanosaki R	7
12771	Yago K	10
12771	Yoshida T	12
12772	Alimena G	7
12772	Breccia M	1
12772	Cannella L	2
12772	De Cuia R	5
12772	Diverio D	6
12772	Santopietro M	4
12772	Stefanizzi C	3
12773	Dogan A	8
12773	Erickson LA	5
12773	Feldman AL	1
12773	Grogg KL	6
12773	Kurtin PJ	7
12773	Law M	2
12773	Macon WR	4
12773	Remstein ED	3
12774	Beverloo HB	2
12774	Cornelissen JJ	7
12774	Deenik W	1
12774	Valk PJM	6
12774	van der Poel-van de Luytgaarde SCPAM	3
12774	van Esser JWJ	5
12774	Wattel MM	4
12775	Bernard O	5
12775	De Castro DG	2
12775	Griffiths M	3
12775	Harrison CJ	9
12775	Heidenreich O	7
12775	Moorman AV	8
12775	Panzer-Grumayer R	6
12775	Russell LJ	1
12775	Telford N	4
12776	Aarum J	8
12776	Bailey S	10
12776	Broniscer A	14
12776	Carter RL	12
12776	Chaplin T	11
12776	Dalton J	9
12776	Ellison DW	16
12776	Forshew T	1
12776	Gajjar A	13
12776	Jones TA	7
12776	Lawson ARJ	3
12776	Ma J	4
12776	Neale G	5
12776	Ogunkolade BW	6
12776	Sheer D	17
12776	Tatevossian RG	2
12776	Young BD	15
12777	Azim M	3
12777	Dreyer ZE	6
12777	Kornblau SM	10
12777	Krance RA	5
12777	Naeem R	4
12777	Neeley ES	7
12777	Plon SE	11
12777	Poland KS	1
12777	Qiu YH	9
12777	Shardy DL	2
12777	Zhang N	8
12778	Akashi K	14
12778	Aoki T	1
12778	Harada N	11
12778	Iwasaki H	9
12778	Kamezaki K	8
12778	Miyamoto T	2
12778	Mori Y	7
12778	Nagafuji K	12
12778	Takenaka K	10
12778	Teshima T	13
12778	Yamamoto A	4
12778	Yamauchi T	5
12778	Yoshida S	3
12778	Yoshimoto G	6
12779	Fujita N	8
12779	Inaba T	1
12779	Nakatani T	5
12779	Nishimura H	2
12779	Saito J	3
12779	Uchiyama H	7
12779	Yamamoto M	6
12779	Yamane Y	4
1277	Kamada N	2
1277	Kuramoto A	3
1277	Murthy PB	1
12780	Chen W	1
12780	Huang Q	2
12781	Abdelhay E	4
12781	de Souza Fernandez T	5
12781	Diniz C	3
12781	Otero L	1
12781	Terra B	2
12782	Alberti S	14
12782	Bonasera V	4
12782	Ciccimarra T	7
12782	Crescenzi C	8
12782	Dell' Arciprete R	3
12782	El-Sewedy T	6
12782	Guerra E	1
12782	Lattanzio R	12
12782	Lorenzini F	9
12782	Palombo B	5
12782	Piantelli M	13
12782	Rossi C	10
12782	Trerotola M	2
12782	Vacca G	11
12783	Alexander S	4
12783	Alobeid B	6
12783	Bhagat G	7
12783	Colovai AI	3
12783	Murty VV	5
12783	Nandula SV	2
12783	Sevilla DW	1
12784	Baker KS	4
12784	Burke MJ	1
12784	Luo X	3
12784	Trotz B	2
12784	Verneris MR	7
12784	Wagner JE	6
12784	Weisdorf DJ	5
12785	Dvorak P	1
12785	Hruba M	2
12785	Subrt I	3
12786	Hayama M	3
12786	Kohri M	2
12786	Miura I	5
12786	Niitsu N	1
12786	Tamaru J-i	4
12787	Cantalapiedra A	4
12787	Conde J	3
12787	Garcia Frade LJ	5
12787	Penarrubia MJ	1
12787	Silvestre LA	2
12788	Cortes J	12
12788	Faderl S	8
12788	Garcia-Manero G	9
12788	Jabbour E	1
12788	Jones D	3
12788	Kantarjian HM	2
12788	O'Brien S	5
12788	Reddy N	6
12788	Rios MB	11
12788	Shan J	4
12788	Verstovsek S	10
12788	Wierda WG	7
12789	Abruzzo LV	10
12789	Barron LL	6
12789	Huh YO	7
12789	Keating MJ	9
12789	Ketterling RP	3
12789	Knudson RA	4
12789	Lin KI-C	2
12789	Luthra R	8
12789	Medeiros LJ	5
12789	Yin CC	1
1278	Brito-Babapulle V	1
1278	Brozovic M	6
1278	Catovsky D	7
1278	Foroni L	3
1278	Melo JV	2
1278	Parreira L	5
1278	Robinson D	4
12790	Abruzzo LV	5
12790	Chen L	4
12790	Chen SS	3
12790	Gustafson SA	1
12790	Lin P	2
12790	Luthra R	6
12790	Medeiros LJ	7
12790	Wang SA	8
12791	Cooley L	3
12791	Shao L	1
12791	Singh V	2
12792	Li H	1
12792	Mor G	3
12792	Sklar J	4
12792	Wang J	2
12793	astrom K	7
12793	Bauer HCF	6
12793	Domanski HA	8
12793	Hallor KH	1
12793	Heidenblad M	4
12793	Kindblom L-G	10
12793	Mandahl N	12
12793	Meis JM	9
12793	Mertens F	13
12793	Panagopoulos I	11
12793	Rydholm A	5
12793	Sciot R	2
12793	Staaf J	3
12794	Benner A	3
12794	Devens F	8
12794	Felsberg J	6
12794	Gerber NU	9
12794	Joos S	10
12794	Korshunov A	18
12794	Kulozik A	11
12794	Lichter P	17
12794	Mendrzyk F	4
12794	Pfister S	1
12794	Radlwimmer B	15
12794	Reifenberger G	12
12794	Remke M	2
12794	Rutkowski S	13
12794	Scheurlen W	16
12794	Toedt G	5
12794	Wiestler OD	14
12794	Wittmann A	7
12795	Anicic M	2
12795	Konja J	4
12795	Nakic M	3
12795	Petkovic I	1
12796	Bae SY	1
12796	Choi CW	12
12796	Cho Y	8
12796	Han EA	3
12796	Kim JS	2
12796	Kim WY	13
12796	Kim YK	9
12796	Lee CK	7
12796	Lee HJ	4
12796	Lee KN	6
12796	Lim CS	11
12796	Ryeu BJ	5
12796	Yoon S-Y	10
12797	Choi JH	5
12797	Choi JR	6
12797	Kim J	4
12797	Kim SJ	7
12797	Lee K-A	3
12797	Min YH	8
12797	Park TS	1
12797	Song J	2
12798	Choi JR	2
12798	Kim JS	3
12798	Lee K-A	5
12798	Lee S-G	1
12798	Park TS	4
12798	Song J	6
12799	Cieply K	4
12799	McGough RL	5
12799	Palekar A	2
12799	Papachristou DJ	1
12799	Rao UNM	6
12799	Surti U	3
1279	Donti E	3
1279	Mecucci C	2
1279	Tabilio A	4
1279	Venti G	1
127	Berger R	1
127	Lacour J	2
12800	Greenberg J	4
12800	Meloni-Ehrig A	1
12800	Mowrey P	7
12800	Perdahl-Wallace E	5
12800	Smith B	2
12800	Zaman S	6
12800	Zgoda J	3
12801	Balcarkova J	5
12801	Chroust K	9
12801	Faber E	2
12801	Holzerova M	1
12801	Indrak K	10
12801	Jarosova M	11
12801	Muzik J	8
12801	Rozmanova S	6
12801	Urbankova H	4
12801	Veselovska J	3
12801	Voglova J	7
12802	Andersen HK	4
12802	Beiske K	6
12802	Haugom L	3
12802	Heim S	7
12802	Micci F	1
12802	Panagopoulos I	2
12802	Tjonnfjord GE	5
12803	Battiwalla M	4
12803	Harb A	1
12803	Sait SNJ	5
12803	Tan W	2
12803	Wang ES	6
12803	Wetzler M	7
12803	Wilding GE	3
12804	Hayashi Y	6
12804	Masuda J	5
12804	Nakamura H	3
12804	Taketani T	1
12804	Taki T	2
12804	Taniwaki M	4
12805	Araki S	3
12805	Koike K	6
12805	Matsuda K	1
12805	Tanaka M	2
12805	Yamauchi K	5
12805	Yanagisawa R	4
12806	de Chadarevian J-P	5
12806	Gray SL	2
12806	Halligan GE	3
12806	Healey K	1
12806	McKenzie AS	4
12806	Morrissette JJD	6
12807	Childs R	10
12807	Donohue T	5
12807	Erdag G	1
12807	Kelly J	8
12807	Matyakhina L	4
12807	Meck JM	2
12807	Meloni-Ehrig A	3
12807	Mowrey P	7
12807	Smith A	9
12807	Srinivasan R	6
12808	Akiyama T	3
12808	Irei I	4
12808	Mannouji K	1
12808	Matsuhashi Y	6
12808	Sadahira Y	10
12808	Sano F	5
12808	Sugihara T	9
12808	Tasaka T	2
12808	Tohyama K	8
12808	Wada H	7
12809	Dehui Z	4
12809	Junyuan Q	6
12809	Lugui Q	8
12809	Peijing Q	1
12809	Yafei W	3
12809	Yan X	2
12809	Yaozhong Z	7
12809	Zengjun L	5
1280	Lewis JP	1
1280	MacKenzie MR	2
12810	Hatanaka M	5
12810	Hirayama M	3
12810	Ishii E	7
12810	Koh K	2
12810	Miyamura T	4
12810	Saikawa Y	6
12810	Tomizawa D	1
12811	Alimena G	16
12811	Amabile M	3
12811	Baccarani M	18
12811	Breccia M	8
12811	Castagnetti F	1
12811	Galieni P	12
12811	Iacobucci I	7
12811	Iuliano F	13
12811	Luatti S	5
12811	Martinelli G	17
12811	Palandri F	2
12811	Pane F	14
12811	Rege Cambrin G	9
12811	Rosti G	19
12811	Saglio G	15
12811	Soverini S	6
12811	Specchia G	11
12811	Stagno F	10
12811	Testoni N	4
12812	Burmeister T	1
12812	Gokbuget N	10
12812	Hoelzer D	11
12812	Hofmann J	4
12812	Kowarz E	6
12812	Marschalek R	13
12812	Meyer C	2
12812	Molkentin M	5
12812	Raff T	8
12812	Reinhardt R	9
12812	Schneider B	7
12812	Schwartz S	3
12812	Thiel E	12
12813	Alberti D	16
12813	Alimena G	3
12813	Baccarani M	18
12813	Breccia M	5
12813	Castagnetti F	2
12813	Levato L	11
12813	Liberati AM	13
12813	Luatti S	6
12813	Martinelli G	17
12813	Martino B	10
12813	Merante S	12
12813	Palandri F	1
12813	Pane F	14
12813	Rege-Cambrin G	7
12813	Rosti G	19
12813	Saglio G	15
12813	Specchia G	9
12813	Stagno F	8
12813	Testoni N	4
12814	Brizard F	3
12814	Chomel JC	4
12814	Cividin M	2
12814	Guilhot F	6
12814	Mechinaud F	5
12814	Millot F	1
12815	Hirano M	4
12815	Miura I	3
12815	Niitsu N	1
12815	Okamoto M	2
12816	Al-Ali H	17
12816	Basara N	1
12816	Becker C	9
12816	Dolken G	8
12816	Fricke H-J	15
12816	Gerhardt A	5
12816	Heyn S	10
12816	Junghanss C	6
12816	Kamprad F	18
12816	Kliem C	11
12816	Krahl R	13
12816	Lange T	12
12816	Mohren M	4
12816	Niederwieser D	19
12816	Peter N	7
12816	Ponisch W	14
12816	Sayer HG	16
12816	Schulze A	2
12816	Wedding U	3
12817	Ehninger G	8
12817	Illmer T	6
12817	Mohr B	2
12817	Oelschlagel U	4
12817	Schaich M	9
12817	Schakel U	5
12817	Seifert H	1
12817	Soucek S	7
12817	Thiede C	3
12818	Bast BJEG	12
12818	Begthel H	3
12818	Buijs A	5
12818	Clevers HC	11
12818	Doyen C	8
12818	Forget F	10
12818	Leguit RJ	2
12818	Lemmens H	6
12818	Michaux L	4
12818	Pierre P	9
12818	Scheiff JM	7
12818	Stralen E	1
12819	Fabisiewicz A	3
12819	Kraszewska E	5
12819	Kulik J	2
12819	Paszkiewicz-Kozik E	1
12819	Siedlecki JA	6
12819	Tysarowski A	4
12819	Walewski J	7
1281	Gobbi M	4
1281	Lauria F	5
1281	Rosti G	2
1281	Testoni N	3
1281	Tura S	6
1281	Zaccaria A	1
12820	Adlercreutz C	3
12820	French CA	5
12820	Mandahl N	4
12820	Mertens F	1
12820	Wiebe T	2
12821	Merheb M	3
12821	Otrock ZK	1
12821	Salti I	2
12821	Taher AT	4
12822	Laspina S	3
12822	Marchi M	4
12822	Piccin A	1
12822	Raimondi R	2
12822	Rodeghiero F	5
12822	Rovigatti U	6
12823	Borkhardt A	2
12823	Gobel F-J	4
12823	Gossen R	3
12823	Reiter A	5
12823	Wossmann W	1
12824	Hatake K	8
12824	Kawano C	1
12824	Kubota N	3
12824	Mano H	7
12824	Miura Y	9
12824	Muroi K	2
12824	Suzuk T	5
12824	Takatoku M	4
12824	Tsunoda J	6
12825	Aki D	6
12825	Asou H	1
12825	Inaba T	7
12825	Matsui H	2
12825	Nagamachi A	4
12825	Nakamura M	5
12825	Ozaki Y	3
12826	Almefty KK	1
12826	Al-Mefty O	4
12826	Pravdenkova S	2
12826	Sawyer J	3
12827	Ambroisine L	3
12827	Attard G	1
12827	Berney D	7
12827	Clark J	2
12827	Cooper CS	16
12827	Cuzick J	15
12827	De Bono JS	13
12827	Fisher G	4
12827	Fletcher A	9
12827	Flohr P	6
12827	Foster CS	8
12827	Gerald WL	10
12827	Kovacs G	5
12827	Moller H	11
12827	Reuter V	12
12827	Scardino P	14
12828	Forsythe E	5
12828	Hines J	7
12828	Lane TM	1
12828	Lu Y-J	8
12828	Nia T	6
12828	Oliver RT	9
12828	Purkis P	4
12828	Strefford JC	2
12828	Yanez-Munoz RJ	3
12829	Cheung KL	6
12829	Chiecchio L	1
12829	Cross NCP	9
12829	Dagrada GP	2
12829	Harrison CJ	10
12829	Orchard KH	8
12829	Protheroe RKM	5
12829	Ross FM	11
12829	Stockley DM	7
12829	Towsend MR	4
12829	White HE	3
1282	Felaco M	3
1282	Fioritoni G	5
1282	Geraci L	2
1282	Palka G	1
1282	Rieve AK	6
1282	Spadano A	4
12830	Bjerkehagen B	4
12830	Folleras G	5
12830	Gorunova L	1
12830	Heim S	6
12830	Mandahl N	7
12830	Mertens F	8
12830	Storlazzi CT	3
12830	Vult von Steyern F	2
12831	Behrendtz M	4
12831	Davidsson J	2
12831	Hjorth L	3
12831	Johansson B	5
12831	Lundin C	1
12832	Liu Z-G	5
12832	Wang Y-X	3
12832	Zhang J-H	1
12832	Zhang JY	4
12832	Zheng Y-C	2
12833	Gangat N	1
12833	Ketterling R	6
12833	Patnaik M	4
12833	Schwager S	5
12833	Tefferi A	2
12833	Thanarajasingam G	3
12833	Wolanskyj AP	7
12834	Dennison D	3
12834	Pathare AV	2
12834	Raeburn JA	4
12834	Udayakumar AM	1
12835	Aceto N	4
12835	Adelaide J	3
12835	Arnoulet C	8
12835	Bentires-Alj M	10
12835	Birnbaum D	14
12835	Chaffanet M	15
12835	Gelsi-Boyer V	1
12835	Houdayer C	7
12835	Mozziconacci M-J	13
12835	Olschwang S	11
12835	Pinson S	6
12835	Remy V	5
12835	Sainty D	9
12835	Trouplin V	2
12835	Vey N	12
12836	Ghosh K	5
12836	Jijina F	4
12836	Kerketta L	2
12836	Madkaikar M	3
12836	Vundinti BR	1
12837	Danis D	14
12837	Denisjuk N	10
12837	Grossmann P	5
12837	Hillen U	11
12837	Ivan D	2
12837	Kacerovska D	8
12837	Kazakov DV	1
12837	Kuroda N	12
12837	Kutzner H	3
12837	Michal M	15
12837	Mukensnabl P	13
12837	Shelekhova KV	9
12837	Sima R	7
12837	Spagnolo DV	4
12837	Vanecek T	6
12838	Collins VP	6
12838	Ichimura K	5
12838	Jones DTW	1
12838	Kocialkowski S	2
12838	Liu L	3
12838	Pearson DM	4
12839	Chen CX	5
12839	de la Taille A	6
12839	Demichelis F	10
12839	Kuefer R	7
12839	Moss B	3
12839	Pflueger D	2
12839	Rickman DS	1
12839	Rubin MA	11
12839	Setlur SR	9
12839	Tewari AK	8
12839	VanDoren VE	4
1283	Becher R	1
1283	Mahmoud HK	6
1283	ohl S	2
1283	Quiskamp F	5
1283	Schaefer UW	3
1283	Schmidt CG	8
1283	Schuning F	7
1283	Wendehorst E	4
12840	Barbui T	24
12840	Bassan R	1
12840	Bernardi M	18
12840	Borlenghi E	8
12840	Bosi A	15
12840	Cassibba V	12
12840	Ciceri F	17
12840	Cortelezzi A	14
12840	Di Bona E	21
12840	Fabris P	11
12840	Gallamini A	19
12840	Gianfaldoni G	16
12840	Intermesoli T	4
12840	Lambertenghi-Deliliers G	13
12840	Mattei D	20
12840	Oldani E	3
12840	Peruta B	6
12840	Pogliani EM	9
12840	Rambaldi A	25
12840	Romani C	22
12840	Rossi G	7
12840	Scattolin AM	23
12840	Spinelli O	2
12840	Terruzzi E	10
12840	Tosi M	5
12841	Choi JR	7
12841	Kim SJ	5
12841	Lee HW	6
12841	Lee ST	4
12841	Park TS	2
12841	Song J	3
12841	Suh B	1
12842	Bao L	1
12842	Huang X-J	8
12842	Lai Y	3
12842	Liu Y	6
12842	Lu X	2
12842	Qin Y	7
12842	Zhang X	4
12842	Zhu H	5
12843	Huang Q	2
12843	Lu Y	1
12844	Arnoulet C	3
12844	Laibe S	1
12844	Mozziconacci M-J	5
12844	Sainty D	4
12844	Tadrist Z	2
12845	Cao W	5
12845	Huang H	10
12845	Liu L	4
12845	Luo Y	7
12845	Shi J	8
12845	Tan Y	9
12845	Wu G	2
12845	Wu K	3
12845	Yu X	6
12845	Zhao Y	1
12846	Choi JR	4
12846	Kim J	2
12846	Park TS	1
12846	Song J	3
12847	Fang M	2
12847	Jiang F	5
12847	Jing Y	3
12847	Li J	4
12847	Wang Y	1
12847	Wang Y	6
12848	Asou N	4
12848	Hayashi Y	8
12848	Ichikawa H	9
12848	Igarashi T	7
12848	Ishii E	3
12848	Jo A	1
12848	Mitani S	5
12848	Shimada A	6
12848	Tsukimoto I	2
12849	Albadine R	3
12849	DeMarzo AM	7
12849	Epstein JI	9
12849	Herawi M	5
12849	Latour M	4
12849	Lotan TL	1
12849	Meeker AK	6
12849	Netto GJ	10
12849	Platz EA	8
12849	Toubaji A	2
1284	Fujii T	4
1284	Fujiwara A	6
1284	Ihara T	1
1284	Nomura K	5
1284	Ohama K	2
1284	Satoh H	3
12850	Canal F	2
12850	Dei Tos AP	8
12850	Gherlinzoni F	7
12850	Gottardi M	6
12850	Laurino L	5
12850	Licci S	3
12850	Rossi S	1
12850	Zanatta L	4
12851	Cai Z	12
12851	Cao W	6
12851	Huang H	14
12851	Lai X	5
12851	Lin M	13
12851	Liu L	2
12851	Luo Y	7
12851	Shi J	9
12851	Tan Y	8
12851	Wang Y	3
12851	Wu G	4
12851	Xie W	10
12851	Ye X	11
12851	Zhao Y	1
12852	Bogdanovic A	5
12852	Dencic-Fekete M	1
12852	Dordevic V	2
12852	Gotic M	10
12852	Jankovic G	4
12852	Jovanovic J	6
12852	Rocchi M	7
12852	Storlazzi CT	3
12852	Strnad M	9
12852	Todoric-Zivanovic B	8
12853	Kondo T	1
12853	Kubo Y	5
12853	Matsuda K	4
12853	Matsuhashi Y	6
12853	Nakanishi H	7
12853	Sadahira Y	8
12853	Sano F	3
12853	Sugihara T	10
12853	Tasaka T	2
12853	Tohyama K	11
12853	Wada H	9
12854	Fujimoto Y	3
12854	Horiike S	12
12854	Inaba T	10
12854	Kuroda J	8
12854	Matsumoto Y	1
12854	Nomura K	9
12854	Shimazaki C	11
12854	Shimizu D	5
12854	Shimura K	6
12854	Taki T	2
12854	Taniguchi K	4
12854	Taniwaki M	13
12854	Uchiyama H	7
12855	Burnett AK	1
12855	Dennis M	6
12855	Goldstone A	3
12855	Hills RK	10
12855	McMullin M-F	5
12855	Milligan D	2
12855	Pallis M	8
12855	Prentice A	4
12855	Russell N	9
12855	Sellwood E	7
12855	Wheatley K	11
12856	Ando K	16
12856	Atogami S	32
12856	Fukushima T	6
12856	Hata T	5
12856	Horio K	17
12856	Ikeda S	28
12856	Imaizumi Y	7
12856	Imanishi D	8
12856	Inoue Y	12
12856	Itonaga H	20
12856	Iwanaga M	10
12856	Jinnai I	39
12856	Joh T	34
12856	Kawaguchi Y	27
12856	Koida S	33
12856	Komoda M	15
12856	Kuriyama K	40
12856	Matsuo E	3
12856	Matsuo Y	36
12856	Miyazaki Y	2
12856	Moriuchi Y	4
12856	Moriwaki Y	18
12856	Nagai K	21
12856	Nonaka H	38
12856	Ogawa D	26
12856	Onimaru Y	30
12856	Sakai M	1
12856	Sawayama Y	24
12856	Soda H	37
12856	Taguchi J	9
12856	Takasaki Y	13
12856	Tawara M	31
12856	Tominaga S	19
12856	Tomonaga M	41
12856	Tsuchiya T	14
12856	Tsukasaki K	22
12856	Tsushima H	11
12856	Tsutsumi C	23
12856	Yamamura M	35
12856	Yamasaki R	25
12856	Yoshida S	29
12857	Cheong JW	2
12857	Choi JR	4
12857	Park TS	1
12857	Song J	3
12858	Ando K	8
12858	Fujisawa S	4
12858	Iida S	20
12858	Ishizawa K	2
12858	Jinnai I	16
12858	Miyawaki S	10
12858	Miyazaki Y	18
12858	Morishima Y	5
12858	Motoji T	15
12858	Nagai T	13
12858	Naoe T	14
12858	Ohnishi K	19
12858	Ohno R	23
12858	Okada M	7
12858	Okamoto S	21
12858	Sakamaki H	1
12858	Seriu T	22
12858	Tanimoto M	17
12858	Taniwaki M	3
12858	Tobinai K	6
12858	Uoshima N	12
12858	Usui N	9
12858	Utsunomiya A	11
12859	Benito R	4
12859	de Coca AG	9
12859	de las Rivas J	15
12859	Fisac R	10
12859	Fontanillo C	5
12859	Galende J	11
12859	Garcia JL	14
12859	Gonzalez M	3
12859	Gutierrez NC	16
12859	Hernandez JA	1
12859	Hernandez JM	18
12859	Martin-Nunez G	8
12859	Ortuno F	13
12859	Recio I	12
12859	Rodriguez AE	2
12859	Romero M	7
12859	Sandoval V	6
12859	San Miguel JF	17
1285	Cossman J	3
1285	Croce CM	6
1285	Gorham J	4
1285	Jaffe E	2
1285	Nowell PC	5
1285	Tsujimoto Y	1
12860	Arima N	7
12860	Chen S	4
12860	Drexler HG	8
12860	Kaufmann M	5
12860	MacLeod RAF	9
12860	Nagel S	2
12860	Schneider B	3
12860	Suzuki S	1
12860	Uozumi K	6
12861	Faderl S	4
12861	Garg R	1
12861	Kantarjian H	2
12861	Lovshe D	6
12861	O'Brien S	8
12861	Pierce S	7
12861	Ravandi F	5
12861	Thomas D	3
12862	Borthakur G	10
12862	Cortes J	12
12862	Fava C	1
12862	Garcia-Manero G	7
12862	Jabbour E	3
12862	Jain N	5
12862	Kantarjian HM	2
12862	O'Brien S	4
12862	Ravandi F	8
12862	Rios MB	6
12862	Shan J	11
12862	Verstovsek S	9
12863	Benthaus T	6
12863	Berdel WE	16
12863	Bohlander SK	9
12863	Braess J	12
12863	Buechner T	17
12863	Buske C	11
12863	Dufour A	5
12863	Feuring-Buske M	10
12863	Fritsch S	13
12863	Heinecke A	14
12863	Hiddemann W	19
12863	Hoster E	2
12863	Mellert G	7
12863	Sauerland MC	15
12863	Schneider F	1
12863	Schneider S	4
12863	Spiekermann K	20
12863	Unterhalt M	3
12863	Woermann BJ	18
12863	Zellmeier E	8
12864	Hangaishi A	2
12864	Ichikawa M	3
12864	Kato T	1
12864	Kurokawa M	6
12864	Motokura T	4
12864	Takahashi T	5
12865	Cho B	10
12865	Chung NG	5
12865	Han KJ	8
12865	Jang PS	4
12865	Jeong DC	6
12865	Kim HK	11
12865	Kim MS	3
12865	Kim YG	7
12865	Kwon YJ	1
12865	Lee JW	2
12865	Lee SJ	9
12866	Bendit I	2
12866	de Alencar Fischer Chamone D	7
12866	Dias L	6
12866	Dorlhiac-Llacer PE	8
12866	Ferreira P	3
12866	Kumeda C	5
12866	Lima W	4
12866	Ribeiro de Mello Conchon M	1
12867	Abruzzese E	12
12867	Alimena G	7
12867	Baccarani M	18
12867	Breccia M	8
12867	Castagnetti F	4
12867	Iacobucci I	2
12867	Luciano L	14
12867	Martinelli G	17
12867	Martino B	13
12867	Palandri F	1
12867	Pane F	15
12867	Poerio A	5
12867	Rege-Cambrin G	9
12867	Rosti G	19
12867	Saglio G	16
12867	Soverini S	3
12867	Testoni N	6
12867	Tiribelli M	10
12867	Varaldo R	11
12868	Carlier A	4
12868	Cauwelier B	3
12868	De Weer A	1
12868	Dierick J	5
12868	Philippe J	7
12868	Poppe B	2
12868	Speleman F	9
12868	Van Roy N	8
12868	Verhasselt B	6
12869	Bauer HCF	10
12869	Bovee JVMG	3
12869	Brosjo O	9
12869	Cleton-Jansen A-M	5
12869	Hallor KH	1
12869	Hogendoorn PCW	4
12869	Jonsson K	12
12869	Knuutila S	6
12869	Mandahl N	14
12869	Mertens F	15
12869	Niini T	8
12869	Savola S	7
12869	Skorpil M	13
12869	Staaf J	2
12869	Vult von Steyern F	11
1286	Croce CM	5
1286	Finger LR	2
1286	Nowell PC	4
1286	Tsujimoto Y	1
1286	Yunis J	3
12870	Bizarro S	4
12870	Domanski HA	6
12870	Fletcher CDM	3
12870	Hallor KH	1
12870	Mandahl N	9
12870	Mertens F	10
12870	Panagopoulos I	8
12870	Staaf J	5
12870	Teixeira MR	2
12870	Vult von Steyern F	7
12871	Abruzzese E	6
12871	Alimena G	7
12871	Baccarani M	1
12871	Castagnetti F	3
12871	Ehrencrona H	8
12871	Haznedaroglu I	4
12871	Hjorth-Hansen H	9
12871	Kairisto V	10
12871	Lanng Nielsen J	14
12871	Levato L	11
12871	Martinelli G	12
12871	Nagler A	13
12871	Ozbek U	15
12871	Palandri F	16
12871	Palmieri F	17
12871	Pane F	18
12871	Porkka K	5
12871	Rege-Cambrin G	19
12871	Rosti G	2
12871	Russo D	20
12871	Saglio G	24
12871	Simonsson B	25
12871	Specchia G	21
12871	Testoni N	22
12871	Weiss-Bjerrum O	23
12872	Becker A	4
12872	Bullinger L	5
12872	Corbacioglu A	6
12872	Dohner H	10
12872	Dohner K	11
12872	Gaidzik VI	1
12872	Ganser A	9
12872	Krauter J	7
12872	Moschny S	3
12872	Schlegelberger B	8
12872	Schlenk RF	2
12873	Bacher U	9
12873	Dugas M	5
12873	Haferlach C	11
12873	Haferlach T	1
12873	Kern W	7
12873	Klein H-U	3
12873	Kohlmann A	2
12873	Loffler H	10
12873	Ruckert C	4
12873	Schnittger S	8
12873	Williams PM	6
12874	Aviv H	2
12874	Fyfe B	4
12874	Hudacko R	1
12874	Langenfeld J	3
12875	Bilhou-Nabera C	12
12875	Boeckx N	5
12875	Chatelain B	3
12875	Graux C	7
12875	Janssens A	9
12875	Madoe V	10
12875	Meeus P	2
12875	Michaux L	15
12875	Nollet F	6
12875	Put N	1
12875	Rack K	4
12875	Vandenberghe P	14
12875	Van Den Neste E	8
12875	Van Hoof A	11
12875	Wlodarska I	13
12876	Branford S	5
12876	Druker BJ	4
12876	Foroni L	6
12876	Gathmann I	12
12876	Goldman JM	7
12876	Guilhot F	3
12876	Hochhaus A	1
12876	Hughes TP	13
12876	Larson RA	14
12876	Mone M	11
12876	Muller MC	8
12876	O'Brien SG	2
12876	Radich JP	9
12876	Rudoltz M	10
12877	Danesino C	12
12877	Locatelli F	11
12877	Lo Curto F	10
12877	Marletta C	7
12877	Maserati E	1
12877	Mastronuzzi A	8
12877	Minelli A	4
12877	Pasquali F	13
12877	Patitucci F	6
12877	Poli F	9
12877	Pressato B	2
12877	Sainati L	5
12877	Valli R	3
12878	Dey BR	3
12878	Soupir CP	2
12878	Trikalinos NA	1
12879	Bench AJ	2
12879	Boyd EM	1
12879	Campbell GN	4
12879	Chowdhury FB	5
12879	Erber WN	8
12879	Gudgin EJ	6
12879	Scott MA	7
12879	Vaghela KJ	3
1287	Chilcote RR	2
1287	Kondo K	1
1287	Maurer HS	3
1287	Rowley JD	4
12880	De Braekeleer E	1
12880	De Braekeleer M	8
12880	Douet-Guilbert N	3
12880	Ferec C	7
12880	Le Bris MJ	5
12880	Marschalek R	6
12880	Meyer C	2
12880	Morel F	4
12881	Kimura H	4
12881	Suzuki M	2
12881	Takahashi T	1
12881	Tsujisaki M	6
12881	Tsukuda H	3
12881	Yoshimoto M	5
12882	Bocchia M	4
12882	Crupi R	2
12882	Defina M	3
12882	Gozzetti A	1
12882	Lauria F	6
12882	Raspadori D	5
12883	Choi JR	6
12883	Kim J	2
12883	Kim SJ	7
12883	Lee HW	8
12883	Min YH	9
12883	Park TS	1
12883	Song J	3
12883	Song S	4
12883	Suh B	5
12884	Cannizzaro LA	2
12884	Maitta RW	1
12884	Ramesh KH	3
12885	Christacos NC	6
12885	Hostetter A	9
12885	Jahn J	4
12885	Kelly JC	1
12885	Meloni-Ehrig AM	10
12885	Mowrey PN	7
