REFNO	NAME	NAMEORDER
3112	Allen GJ	3
3112	Anderson ae	1
3112	Burns J	5
3112	Chaganti RSK	10
3112	Cunningham I	8
3112	Jhanwar SC	6
3112	Klein EA	7
3112	O'Reilly RJ	9
3112	Ranganathan R	4
3112	Schneider NR	2
3113	Barsoum-Homsy M	3
3113	Lemieux N	1
3113	Leung T-K	5
3113	Michaud J	4
3113	Milot J	2
3113	Richer C-L	6
3114	Fraccaro M	4
3114	Lambiase S	2
3114	Orecchia G	3
3114	Scappaticci S	1
3115	Najfeld V	1
3115	Scalise A	2
3115	Troy K	3
3116	Filippa DA	3
3116	Jhanwar SC	5
3116	Koduru PRK	1
3116	Lieberman PH	4
3116	Offit K	2
3117	Grois N	1
3117	Haas OA	6
3117	Kier P	5
3117	Krieger O	4
3117	Nowotny H	2
3117	Tyl E	3
3118	Crane MM	1
3118	Frankowski RF	5
3118	Keating MJ	2
3118	Labarthe DR	4
3118	Trujillo JM	3
3119	Fujita S	4
3119	Kanemitsu N	2
3119	Ozaki M	1
3119	Yasukawa M	3
311	Bernstein R	1
311	Jenkins T	3
311	Pinto M	2
3120	Fujita S	3
3120	Iwamasa K	1
3120	Yasukawa M	2
3121	Barcia-Marino C	5
3121	Barcia-Salorio J	4
3121	Cerda-Nicolas M	3
3121	Lopez-Gines C	1
3121	Piquer J	2
3122	Benn P	3
3122	Groffen J	4
3122	Macera MJ	2
3122	Verma RS	1
3123	Ford J	3
3123	Garson OM	4
3123	Kees UR	1
3123	Lukeis R	2
3124	Beatty C	2
3124	Croce CM	4
3124	Haldar S	1
3124	Tsujimoto Y	3
3125	Baltimore D	8
3125	Carroll AJ	6
3125	Cleary ML	9
3125	Donlon TA	3
3125	McCaw PS	4
3125	McDonald ME	7
3125	Mellentin JD	1
3125	Murre C	2
3125	Smith SD	5
3126	Einhorn S	6
3126	Grimaldi JC	2
3126	Juliusson G	5
3126	Louie E	4
3126	Meeker TC	1
3126	O'Rourke R	3
3127	Boogaerts M	11
3127	Bosly A	8
3127	Carli MG	12
3127	Castoldi G	13
3127	Cuneo A	1
3127	Dal Cin P	5
3127	Kerim S	3
3127	Martiat P	10
3127	Mecucci C	2
3127	Michaux J-L	9
3127	Rodhain J	7
3127	Vandenberghe E	4
3127	Van Den Berghe H	14
3127	Van Orshoven A	6
3128	Fitzgerald PH	4
3128	Hollings PE	3
3128	Honeybone LM	2
3128	Morris CM	1
3129	Aventin A	1
3129	Delannoy A	4
3129	Mecucci C	2
3129	Van Den Berghe H	5
3129	Van Orshoven A	3
312	Mitelman F	1
3130	Creasy M	3
3130	Gould C	2
3130	Obeid D	1
3131	Corbett GM	6
3131	Fitzgerald PH	2
3131	Garry M	5
3131	Hollings PE	4
3131	Kennedy MA	3
3131	Morris CM	1
3132	Bigner SH	2
3132	Hershfield MS	3
3132	Kurtzberg J	1
3133	Eyb R	4
3133	Haas OA	2
3133	Lion T	3
3133	Prischl FC	1
3133	Schwarzmeier JD	5
3134	Bauters F	6
3134	Fenaux P	1
3134	Jouet JP	5
3134	Lai JL	2
3134	Miaux O	3
3134	Zandecki M	4
3135	Arthur DC	2
3135	Bloomfield CD	8
3135	Frizzera G	4
3135	Gajl-Peczalska KJ	7
3135	Hurd D	5
3135	Levine EG	1
3135	Machnicki J	3
3135	Peterson B	6
3136	Knuutila S	6
3136	Mattson K	5
3136	Rautonen J	3
3136	Tammilehto L	2
3136	Tiainen M	1
3136	Tuomi T	4
3137	Baldetorp B	6
3137	Floderus U-M	4
3137	Heim S	2
3137	Mandahl N	3
3137	Mitelman F	7
3137	Nilbert M	1
3137	Willen H	5
3138	Elmfors B	4
3138	Floderus U-M	5
3138	Furgyik S	6
3138	Heim S	2
3138	Helm G	7
3138	Mandahl N	3
3138	Mitelman F	9
3138	Pejovic T	1
3138	Willen H	8
3139	Berrebi A	4
3139	Canaani E	6
3139	Gale RP	2
3139	Marcelle C	1
3139	Merle-Beral H	5
3139	Prokocimer M	3
313	Apostolov P	3
313	Levan A	4
313	Manolova Y	1
313	Manolov G	2
3140	Antman KH	3
3140	Flejter WL	1
3140	Li FP	2
3140	Testa JR	4
3141	Biegel JA	1
3141	Bonner K	6
3141	Emanuel BS	7
3141	Packer RJ	3
3141	Rorke LB	2
3141	Schut L	5
3141	Sutton LN	4
3142	Berger R	1
3142	Derre J	3
3142	Le Coniat M	2
3142	Vecchione D	4
3143	Craft AW	6
3143	Davison EV	1
3143	Emslie J	3
3143	Malcolm A	5
3143	Pearson ADJ	2
3143	Reid MM	4
3144	Fischer P	3
3144	Hayhoe FGJ	4
3144	Hoyle CF	1
3144	Sherrington PD	2
3145	Jones C	2
3145	Lu D	4
3145	Madden MT	3
3145	Mayer MG	5
3145	Yunis JJ	1
3146	Michalski K	2
3146	Miles JH	3
3146	Weaver DJ	1
3147	Carda C	4
3147	Fernandez CI	5
3147	Llombart-Bosch A	2
3147	Lopez-Gines C	3
3147	Noguera R	1
3148	Davey DD	1
3148	Dick FR	5
3148	Echternacht H	3
3148	Fatemi C	4
3148	Patil SR	2
3149	Fujimoto T	6
3149	Ito M	5
3149	Kaneko Y	2
3149	Katano N	3
3149	Niwa M	4
3149	Tsurusawa M	1
314	Dahlenfors R	2
314	Mark J	3
314	Sandberg N	4
314	Stenman G	1
3150	Bourne S	12
3150	Butler JJ	10
3150	Cabanillas F	1
3150	Cork A	9
3150	Freireich EJ	13
3150	Grant G	3
3150	Hagemeister FB	4
3150	Katz R	11
3150	McLaughlin P	5
3150	Pathak S	2
3150	Rodriguez MA	7
3150	Swan F	6
3150	Trujillo J	8
3151	Baer R	8
3151	Buchanan G	6
3151	Capra JD	7
3151	Schneider N	2
3151	Siciliano M	5
3151	Van Dyk L	3
3151	Yang CY-C	4
3151	Yoffe G	1
3152	Adolph S	1
3152	Baas F	6
3152	Bornkamm GW	8
3152	Hameister H	2
3152	Hartl P	5
3152	Henglein B	3
3152	Lenoir G	7
3152	Lipp M	4
3153	Chessells JM	2
3153	Lawler SD	6
3153	Richards S	5
3153	Secker-Walker LM	1
3153	Stewart EL	3
3153	Swansbury GJ	4
3154	Dressler LG	3
3154	Duncan M	4
3154	McConnell TS	2
3154	Varsa EW	1
3155	Chadarevian JP	3
3155	De Breakeleer M	2
3155	Vekemans M	1
3156	Biegel JA	1
3156	Emanuel BS	3
3156	Rorke LB	2
3157	Gutjahr P	3
3157	Hohenfellner K	1
3157	Holl M	2
3157	Zabel B	4
3158	Aoki N	6
3158	Kaneko Y	5
3158	Maseki N	4
3158	Miura O	2
3158	Nakamura Y	1
3158	Sugahara Y	3
3159	Arlin Z	3
3159	Benn PA	7
3159	Camposano E	5
3159	Coleman M	4
3159	Gascon P	6
3159	Grossman A	1
3159	Silver RT	2
315	Goh K-O	1
315	Klemperer M	3
315	Lee H	2
3160	Abud H	4
3160	Adams JM	7
3160	Cory S	6
3160	Crawford M	3
3160	Hariharan IK	1
3160	Harris AW	2
3160	Webb E	5
3161	Burvall K	2
3161	Einhorn S	1
3161	Gahrton G	4
3161	Juliusson G	3
3161	Meeker T	5
3162	Bitter MA	2
3162	Doane LA	4
3162	Ellis ED	5
3162	Franklin WA	6
3162	Kadin ME	8
3162	Larson RA	3
3162	Le Beau MM	1
3162	Rubin CM	7
3162	Vardiman JW	9
3163	Clark SS	6
3163	Cuttner J	2
3163	Figur A	3
3163	Kawasaki ES	4
3163	Najfeld V	1
3163	Witte ON	5
3164	Birnie GD	5
3164	Burnett AK	3
3164	Hynds SA	2
3164	MacKenzie ED	4
3164	Mills KI	1
3165	Frizzera G	2
3165	Kaneko Y	1
3165	Kobayashi H	4
3165	Maseki N	5
3165	Sakurai M	6
3165	Shikano T	3
3166	Hansel M	2
3166	Herrmann H-D	5
3166	Holzel F	4
3166	Kunzmann R	3
3166	Westphal M	1
3167	Lahtinen R	4
3167	Nousiainen T	2
3167	Seppa A	3
3167	Soppi E	1
3168	Brauch H	5
3168	Gazdar AF	10
3168	Johnson BE	1
3168	Lee E	6
3168	Nam MH	9
3168	Naylor SL	3
3168	Russell E	8
3168	Simmons A	7
3168	Whang-Peng J	2
3168	Zbar B	4
3169	Najfeld V	1
3169	Scalese A	3
3169	Troy K	2
316	Gustavsson A	1
316	Mitelman F	2
316	Olsson I	3
3170	Chaganti RSK	6
3170	Clarkson BD	5
3170	Ebrahim SAD	3
3170	Filippa D	4
3170	Jhanwar S	2
3170	Offit K	1
3171	Aurias A	3
3171	Griscelli C	4
3171	Kirsch IR	6
3171	Lipkowitz S	2
3171	Stern M-H	1
3171	Thomas G	5
3172	Donnelly M	4
3172	Fletcher JA	1
3172	Gelber RD	6
3172	Kimball VM	2
3172	Lynch E	3
3172	Pavelka K	5
3172	Sallan SE	8
3172	Tantravahi R	7
3173	Cork A	5
3173	Gagnon G	4
3173	Kantarjian HM	2
3173	Keating M	3
3173	McCredie KB	7
3173	O'Brien S	1
3173	Trujillo J	6
3174	Croce CM	7
3174	Cuddy M	4
3174	Epstein SF	3
3174	Nowell PC	6
3174	Reed JC	1
3174	Slabiak T	5
3174	Tsujimoto Y	2
3175	Filippa DA	3
3175	Koduru PRK	1
3175	Offit K	2
3176	Fujita K	1
3176	Fukuhara S	5
3176	Izumi Y	4
3176	Sawada H	3
3176	Uchino H	6
3176	Yamasaki Y	2
3177	Fujita N	10
3177	Haruyama H	8
3177	Ito K	1
3177	Misawa S	11
3177	Murakami S	2
3177	Nakagawa M	9
3177	Nakanishi S	6
3177	Nishio A	7
3177	Oku N	3
3177	Shimazaki C	5
3177	Takeda N	4
3178	Fitzgerald PH	3
3178	Kennedy MA	1
3178	Morris CM	2
3179	Gil R	2
3179	Llombart-Bosch A	6
3179	Lopez-Gines C	1
3179	Martorell M	4
3179	Pellin A	3
3179	Vilar F	5
317	Horak I	2
317	Izakovic V	1
317	Krizan P	3
3180	Adachi M	1
3180	Tsujimoto Y	2
3181	Geisler CH	1
3181	Mork Hansen M	3
3181	Philip P	2
3182	Budarf M	1
3182	Emanuel BS	2
3182	Goeddel DV	4
3182	Lowe DG	5
3182	Mohandas T	3
3183	Chianese E	2
3183	McLaughlin J	1
3183	Witte ON	3
3184	Balogh E	2
3184	Kiss A	4
3184	Kovacs I	3
3184	Olah E	1
3185	Ajmar F	6
3185	Defferrari R	4
3185	Frassoni F	5
3185	Mareni C	1
3185	Origone P	3
3185	Sessarego M	2
3186	Crampton J	5
3186	Hart C	4
3186	Howard P	2
3186	Martin J	3
3186	McDowell H	1
3187	Thompson EN	2
3187	Thompson PW	1
3187	Whittaker JA	3
3188	Boogaerts M	5
3188	Bosly A	7
3188	Iurlo A	1
3188	Louwagie A	8
3188	Mecucci C	2
3188	Michaux J-L	4
3188	Noens L	6
3188	Van Den Berghe H	9
3188	Van Orshoven A	3
3189	Couderc P	4
3189	Jacob MC	3
3189	Jalbert P	6
3189	Leroux D	1
3189	Monteil M	5
3189	Sotto JJ	2
318	Bauters F	3
318	Deminatti M	4
318	Jouet JP	2
318	Lai JL	1
3190	Fraccaro M	3
3190	Lambiase S	2
3190	Orecchia G	4
3190	Scappaticci S	1
3191	Clark R	2
3191	Kawasaki ES	3
3191	McCormick FP	4
3191	Pendergast AM	1
3191	Witte ON	5
3192	Benz-Lemoine E	2
3192	Bordigoni P	1
3192	Fischer A	4
3192	Vannier JP	3
3193	Dahlenfors R	4
3193	Grepp C	3
3193	Havel G	2
3193	Mark J	1
3193	Wedell B	5
3194	Hossfeld DK	4
3194	Kuse R	2
3194	Suciu S	1
3194	Weh HJ	3
3195	Floderus U-M	5
3195	Heim S	3
3195	Jin Y	2
3195	Mandahl N	4
3195	Mitelman F	7
3195	Nilbert M	1
3195	Willen H	6
3196	Bertness VL	1
3196	Felix CA	2
3196	Kirsch IR	7
3196	McBride OW	3
3196	Morgan R	4
3196	Sandberg AA	6
3196	Smith SD	5
3197	Berg SL	1
3197	Phebus CK	2
3197	Wenger SL	3
3198	Berger R	1
3198	Chen SJ	5
3198	Derre J	4
3198	Le Coniat M	2
3198	Vecchione D	3
3199	Feller A	2
3199	Grote W	4
3199	Himmler A	3
3199	Schlegelberger B	1
319	Brandt L	2
319	Mitelman F	3
319	Nilsson PG	1
31	Castleman B	1
31	McNeely BU	3
31	Scully RE	2
3200	Jacob G	5
3200	Potter AM	3
3200	Potter CW	4
3200	Rees RC	6
3200	Watmore ae	2
3200	Yaseen NY	1
3201	Dale BM	2
3201	Ford JH	4
3201	Peters GB	1
3201	Sage RE	3
3202	Balogh E	2
3202	Bojan F	3
3202	Farid NR	6
3202	Juhasz F	4
3202	Olah E	1
3202	Stenszky V	5
3203	Dutrillaux B	4
3203	Leonard C	3
3203	Massaad L	1
3203	Prieur M	2
3204	Campagnoli E	2
3204	Casalone R	4
3204	Geniram A	5
3204	Invernizzi R	6
3204	Maserati E	1
3204	Pasquali F	7
3204	Truglio F	3
3205	Dicostanzo DP	2
3205	Jhanwar SC	3
3205	Koduru PR	1
3206	Jhanwar SC	3
3206	Koduru PRK	1
3206	Offit K	2
3207	GFCH (Groupe Francais de Cytogenetique Hematologique)	1
3208	Becher R	1
3208	Parr A	3
3208	Qiu J-Y	2
3208	Schmidt C-G	5
3208	Wendehorst E	4
3209	Humphries JE	1
3209	Wheby MS	2
320	Lustman F	2
320	Naets JP	5
320	van Schoubroeck F	4
320	Verhest A	1
320	Wittek M	3
3210	Caballin MR	4
3210	Coll MD	3
3210	De Miguel A	5
3210	Egozcue J	7
3210	Sole F	1
3210	Tarrida N	2
3210	Woessner S	6
3211	Buist J	4
3211	Dam A	6
3211	de Jong B	3
3211	Oosterhuis JW	2
3211	van den Berg E	1
3211	Vermeij B	7
3211	Vos AM	5
3212	Biorklund A	4
3212	Heim S	2
3212	Jin Y	1
3212	Mandahl N	3
3212	Mitelman F	6
3212	Wennerberg J	5
3213	Aalders JG	7
3213	Buist J	6
3213	Castedo SMMJ	4
3213	de Jong B	3
3213	Hollema H	5
3213	Oosterhuis JW	2
3213	Vos AM	1
3214	Atkin NB	1
3214	Baker MC	2
3214	Fox MF	3
3215	Curless R	3
3215	Daghistani D	1
3215	Toledano SR	2
3216	Beris P	4
3216	Jotterand-Bellomo M	1
3216	Parlier V	2
3216	Petite J	3
3217	Colombies P	3
3217	Dastugue N	1
3217	Pris J	2
3218	Benitez J	2
3218	Bernacer M	3
3218	Valiente A	1
3219	Laurence KM	3
3219	Mandal AK	1
3219	Roberts SH	2
321	Brodeur GM	1
321	Goldstein MN	3
321	Sekhon GS	2
3220	Bauters F	6
3220	Beuscart R	5
3220	Fenaux P	1
3220	Lai JL	3
3220	Morel P	4
3220	Preudhomme C	2
3221	Browett PJ	3
3221	Cooke HM	2
3221	Kitchen C	5
3221	Norton JD	4
3221	Prentice AG	6
3221	Prentice HG	7
3221	Secker-Walker LM	1
3222	Baumgarten E	1
3222	Domeyer C	6
3222	Fengler R	3
3222	Henze G	8
3222	Ludwig WD	4
3222	Schulte-Overberg U	5
3222	Schuurmann J	7
3222	Wegner RD	2
3223	Babin P	7
3223	Brizard A	3
3223	Dreyfus B	4
3223	Guilhot F	5
3223	Huret JL	1
3223	Mossafa H	2
3223	Tanzer J	8
3223	Xue XQ	6
3224	Angert E	4
3224	Besa E	3
3224	Cannizzaro LA	6
3224	Croce CM	10
3224	Finan J	9
3224	Huebner K	1
3224	Lange BJ	5
3224	Nagarajan L	2
3224	Nowell PC	11
3224	Santoli D	8
3224	van den Berghe H	7
3225	Baltimore D	3
3225	Daley GQ	1
3225	Van Etten RA	2
3226	Arheden K	3
3226	Heim S	2
3226	Mandahl N	1
3226	Mitelman F	6
3226	Rydholm A	4
3226	Willen H	5
3227	Dal Cin P	1
3227	Gaeta J	2
3227	Huben R	3
3227	Li FP	4
3227	Prout GR	5
3227	Sandberg AA	6
3228	Croce CM	5
3228	Gauwerky CE	1
3228	Huebner K	2
3228	Isobe M	3
3228	Nowell PC	4
3229	Dasgupta P	1
3229	Giaccia AJ	3
3229	Linnenbach AJ	2
3229	Reddy EP	5
3229	Stamato TD	4
322	Coccia PF	9
322	Kersey JH	8
322	LeBien TW	6
322	Lindquist LL	4
322	McKenna RW	3
322	Nesbit ME	10
322	Priest JR	1
322	Robison LL	2
322	Warkentin PI	5
322	Woods WG	7
3230	Bridge JA	1
3230	Neff JR	4
3230	Rosenthal H	2
3230	Sanger WG	3
3231	Atkins L	3
3231	Logan JA	1
3231	Martuza RL	4
3231	Seizinger BR	2
3232	Darnaude MT	4
3232	Delicado A	2
3232	de Torres ML	5
3232	Diaz de Bustamante A	1
3232	Garcia de Miguel P	3
3232	Lopez Pajares I	7
3232	Zumel RM	6
3233	Badia L	3
3233	Beneyto M	4
3233	Castel V	7
3233	Orts A	6
3233	Palau F	2
3233	Perez-Sirvent ML	5
3233	Prieto F	1
3234	Caron M	2
3234	Heim S	1
3234	Jin Y	3
3234	Mandahl N	4
3234	Mitelman F	5
3235	Billstrom R	1
3235	Hansen S	3
3235	Heim S	4
3235	Kristoffersson U	5
3235	Mandahl N	6
3235	Mitelman F	7
3235	Thiede T	2
3236	Enomoto Y	11
3236	Hojo H	3
3236	Nagasawa T	10
3236	Nakazawa K	9
3236	Nakazawa S	7
3236	Ohtaka M	4
3236	Ohyashiki JH	2
3236	Ohyashiki K	1
3236	Sugita K	6
3236	Sugiura K	8
3236	Toyama K	5
3236	Watanabe Y	12
3237	Castedo SMMJ	1
3237	Dam A	6
3237	de Jong B	2
3237	Idenburg VJS	5
3237	Oosterhuis JW	3
3237	Schraffordt Koops H	8
3237	Seruca R	4
3237	Sleijfer DT	9
3237	te Meerman G	7
3238	Berger R	6
3238	Chen SJ	1
3238	Chen Z	2
3238	d'Auriol L	4
3238	Font M-P	3
3238	Larsen C-J	5
3239	Cooper CS	4
3239	Darling J	2
3239	Lantos PL	3
3239	Reeves BR	5
3239	Stratton MR	1
323	Halbrecht I	2
323	Shabtai F	1
3240	Abe T	9
3240	Horiike S	6
3240	Inazawa J	2
3240	Misawa S	3
3240	Nishida K	4
3240	Nishigaki H	1
3240	Okuda T	5
3240	Taniwaki M	8
3240	Tsuda S	7
3241	Abe T	8
3241	Horiike S	1
3241	Misawa S	2
3241	Nishida K	3
3241	Nishigaki H	4
3241	Takino T	7
3241	Taniwaki M	6
3241	Tsuda S	5
3243	Floderus U-M	4
3243	Heim S	2
3243	Mandahl N	3
3243	Mitelman F	6
3243	Nilbert M	1
3243	Willen H	5
3244	Fleming S	3
3244	Leong SPL	2
3244	Sandberg AA	4
3244	Sreekantaiah C	1
3245	Iwabuchi A	5
3245	Iwabuchi H	4
3245	Ohyashiki JH	2
3245	Ohyashiki K	1
3245	Tauchi T	3
3245	Toyama K	6
3246	Baer MR	3
3246	Jacob AK	1
3246	Sandberg AA	4
3246	Sreekantaiah C	2
3247	Aurias A	7
3247	Couturier J	1
3247	Delattre O	2
3247	Kujas M	3
3247	Peter M	5
3247	Philippon J	4
3247	Rouleau G	6
3247	Thomas G	8
3248	Benoit Y	7
3248	Dal Cin P	3
3248	De Potter C	2
3248	Ingelaere H	5
3248	Laureys G	6
3248	Leroy J	8
3248	Mangelschots K	4
3248	Speleman F	1
3248	Van Den Berghe H	9
3249	Goetz P	2
3249	Stary J	3
3249	Stejskalova E	1
324	Kaneko Y	1
324	Sakurai M	2
3250	Burgio GR	6
3250	Campagnoli E	2
3250	Maserati E	1
3250	Nespoli L	5
3250	Pasquali F	7
3250	Porta F	4
3250	Truglio F	3
3251	Krespin HI	4
3251	Skinnider L	1
3251	Wang HC	3
3251	Wang SY	2
3252	Babin P	3
3252	Briault S	5
3252	Brizard A	2
3252	Guilhot F	6
3252	Huret JL	1
3252	Schoenwald M	4
3252	Tanzer J	7
3253	Navarro S	2
3253	Noguera R	1
3253	Triche TJ	3
3254	Bosl GJ	1
3254	Chaganti RSK	7
3254	Dmitrovsky E	2
3254	Geller NL	6
3254	Reuter VE	3
3254	Rodriguez E	5
3254	Samaniego F	4
3255	Andersen K	4
3255	Elberg JJ	2
3255	Ronne M	1
3255	Shibasaki Y	3
3256	Ferre D	2
3256	Teyssier JR	1
3257	Beardmore TD	3
3257	Escalante A	1
3257	Kaufman RL	2
3258	Arimori S	2
3258	Nagao T	3
3258	Yamauchi K	1
3259	Arthur DC	3
3259	Brunning RD	5
3259	Michels SD	1
3259	Robison LL	4
3259	Saumur J	2
325	Kimura I	8
325	Lai M	5
325	Miyamoto K	2
325	Miyoshi I	1
325	Nishihara R	4
325	Sato J	7
325	Sumida M	3
325	Yoshimoto S	6
3260	Gjerset R	1
3260	Haas M	3
3260	Yu A	2
3261	Hogg RB	4
3261	Ng J-P	1
3261	Pati A	2
3261	Stewart J	3
3262	Abe T	10
3262	Inazawa J	9
3262	Misawa S	1
3262	Nakagawa M	8
3262	Nakai T	12
3262	Nakajima F	11
3262	Nakanishi S	6
3262	Nishida K	2
3262	Nishigaki H	4
3262	Shimazaki C	7
3262	Takino T	5
3262	Taniwaki M	3
3263	Kawauchi K	2
3263	Mimori K	1
3263	Sugiyama H	4
3263	Watanabe H	3
3264	Fujita N	7
3264	Haruyama H	3
3264	Isemura T	10
3264	Itoh K	6
3264	Misawa S	14
3264	Murakami S	2
3264	Nakagawa M	12
3264	Nakanish S	8
3264	Oku N	4
3264	Shimazaki C	9
3264	Sugishima M	11
3264	Takeda N	5
3264	Takesako T	1
3264	Yokota S	13
3265	Gahrton G	2
3265	Juliusson G	1
3266	Dietrich CU	1
3266	Hochsattel R	3
3266	Krone W	2
3267	Baczek NA	3
3267	Cordova LM	2
3267	Dewald GW	5
3267	Foucar K	4
3267	McConnell TS	1
3268	Horsman DE	1
3268	Kalousek DK	2
3269	Ferre D	2
3269	Teyssier JR	1
326	Gaeke ME	1
326	Hopper JE	5
326	Medenica M	4
326	Miller W	3
326	Rowley JD	6
326	Vardiman JW	2
3270	Bello MJ	1
3270	Moreno S	2
3270	Rey JA	3
3271	D'Alessandro E	1
3271	Del Porto G	7
3271	Di Cola M	4
3271	Ligas C	5
3271	Lo Re ML	3
3271	Paterlini P	2
3271	Quaglino D	6
3272	Butti G	6
3272	Casalone R	1
3272	Giudici A	5
3272	Granata P	3
3272	Minelli E	4
3272	Simi P	2
3272	Solero CL	7
3273	Horsman DE	1
3273	Rootman J	3
3273	Sroka H	2
3273	White VA	4
3274	Knowles BB	4
3274	Maddrey WC	3
3274	Munoz SJ	2
3274	Simon D	1
3275	Challinor PR	3
3275	Creasy M	2
3275	Ng JP Harris	4
3275	Pati A	1
3275	RI	5
3276	Kao YS	1
3276	McCormick C	2
3276	Vial R	3
3277	Casalone R	1
3277	Giudici A	4
3277	Minelli E	2
3277	Portensoso P	3
3278	Casalone R	1
3278	Giudici A	4
3278	Granata P	3
3278	Minelli E	2
3279	Gutterman JU	4
3279	Kantarjian HM	2
3279	Kurzrock R	1
3279	Shtalrid M	3
3279	Talpaz M	5
327	Brandt L	2
327	Mitelman F	3
327	Nilsson PG	1
3280	Bhavnani M	5
3280	Harrison CJ	3
3280	Liu Yin JA	2
3280	Love EM	1
3280	Narayanan MN	4
3281	Clarke C	2
3281	Marks S	4
3281	Nurbhai M	3
3281	Strachan R	1
3282	Groffen J	6
3282	Heisterkamp N	1
3282	Jenster G	2
3282	Pattengale PK	5
3282	ten Hoeve J	3
3282	Zovich D	4
3283	Chan LC	3
3283	Galton DAG	6
3283	Kanfer EJ	5
3283	Morgan GJ	1
3283	Price CM	4
3283	Wiedemann LM	2
3284	Beran M	6
3284	Cork A	7
3284	Deisseroth A	10
3284	Gutterman J	9
3284	Kantarjian H	4
3284	Mashal R	1
3284	Shtalrid M	2
3284	Smith L	5
3284	Talpaz M	3
3284	Trujillo J	8
3285	Boehm T	1
3285	Forster A	6
3285	Kees UR	3
3285	Lavenir I	5
3285	Mengle-Gaw L	2
3285	Rabbitts TH	7
3285	Spurr N	4
3286	Cannizzaro L	3
3286	Finan J	4
3286	Huebner K	6
3286	Lange B	2
3286	Nagarajan L	1
3286	Nowell PC	5
3287	Barton SC	5
3287	Boehm T	2
3287	Greenberg JM	1
3287	Keynes RJ	4
3287	Norris ML	6
3287	Rabbitts TH	9
3287	Sofroniew MV	3
3287	Spillantini M-G	8
3287	Surani MA	7
3288	Lugo TG	1
3288	Muller AJ	3
3288	Pendergast A-M	2
3288	Witte ON	4
3289	Berger R	7
3289	Bernard O	1
3289	Cherif D	4
3289	Gisselbrecht S	5
3289	Guglielmi P	2
3289	Jonveaux P	3
3289	Larsen C-J	8
3289	Mathieu-Mahul D	9
3289	Mauchauffe M	6
328	Hardisty RM	4
328	Lawler SD	3
328	Secker-Walker LM	1
328	Swansbury GJ	2
3290	Biorklund A	4
3290	Heim S	2
3290	Jin Y	1
3290	Mandahl N	3
3290	Mitelman F	6
3290	Wennerberg J	5
3291	Campagnoli E	4
3291	Danesino C	6
3291	Maserati E	3
3291	Minelli A	1
3291	Pasquali F	5
3291	Piantanida M	2
3292	Gaffney RA	3
3292	Greenstein AM	2
3292	Papadopoulos PC	1
3292	Westbrook CA	4
3292	Wiedemann LM	5
3293	Diaz MO	3
3293	McKeithan TW	1
3293	Ohno H	2
3294	Arthur D	3
3294	Bloomfield CD	12
3294	Cooper I	8
3294	Frizzera G	6
3294	Garson OM	4
3294	Hurd DD	9
3294	Ironside P	7
3294	Juneja S	2
3294	Levine EG	1
3294	Machnicki JL	5
3294	Mosel D	11
3294	Peterson BA	10
3295	Barletta C	9
3295	Budarf M	6
3295	Celso B	4
3295	Emanuel BS	5
3295	Guerrasio A	8
3295	Peschle C	10
3295	Saglio G	7
3295	Tassinari A	3
3295	Testoni N	2
3295	Tura S	11
3295	Zaccaria A	1
3296	Bosl GJ	12
3296	Chaganti RSK	13
3296	Chen Q	7
3296	Dmitrovsky E	8
3296	Geller NL	9
3296	Houldsworth J	3
3296	Jhanwar SC	11
3296	Ladanyi M	5
3296	Lele KP	6
3296	Murty VVVS	4
3296	Reuter V	10
3296	Rodriguez E	2
3296	Samaniego F	1
3297	Boehm T	2
3297	Foroni L	1
3297	Kaneko Y	4
3297	Lampert F	3
3297	Rabbitts TH	6
3297	Raimondi S	5
3298	Calabrese G	4
3298	D'Arcangelo L	6
3298	Fioritoni G	3
3298	Guanciali Franchi P	5
3298	Palka G	2
3298	Stuppia L	1
3298	Torlontano G	7
3299	Biorklund A	6
3299	Heim S	3
3299	Jin Y	2
3299	Mandahl N	1
3299	Mitelman F	7
3299	Wennerberg J	5
3299	Willen H	4
329	Biggar RJ	1
329	Lee EC	2
329	Nkrumah FK	3
329	Whang-Peng J	4
32	Lawler SD	3
32	Lobb DS	1
32	Reeves BR	2
3300	Grois N	5
3300	Haas OA	3
3300	Kasparu H	4
3300	Lutz D	6
3300	Nowotny H	2
3300	Weber E	1
3301	Boutan-Laroze A	6
3301	Lepine J	3
3301	Lepine-Martin M	4
3301	Longpre B	5
3301	Rochon M	1
3301	Vaillancourt L	2
3302	Muller AJ	1
3302	Witte ON	2
3303	Borek DA	2
3303	Bridge JA	1
3303	Huntrakoon M	4
3303	Neff JR	3
3304	Brynes RK	2
3304	Kaplan B	4
3304	Macaulay L	3
3304	Nguyen D	1
3304	Pinter-Brown LC	5
3305	Buchanan GR	5
3305	Howard-Peebles PN	2
3305	Smith RG	3
3305	Tucker PW	4
3305	Yoffe G	1
3306	Grace J	1
3306	Hall BE	2
3306	Lew M	3
3306	Palmer AA	6
3306	Pittman S	5
3306	Singh S	4
3306	Vincent PC	9
3306	Wass J	8
3306	Zbroja R	7
3307	Ohyashiki JH	2
3307	Ohyashiki K	1
3307	Takaku F	4
3307	Toyama K	3
3308	Dan K	7
3308	Futaki M	1
3308	Inokuchi K	3
3308	Ito T	2
3308	Kuriya S	8
3308	Kuwabara T	6
3308	Nomura T	9
3308	Ohkawa Y	11
3308	Ohki I	5
